"time","videoID","condition","participantID","rating"
70,"HID53_vid2","both","7151b148",28
72,"HID53_vid2","both","7151b148",32.5
74,"HID53_vid2","both","7151b148",55.9950099800399
76,"HID53_vid2","both","7151b148",64
78,"HID53_vid2","both","7151b148",64
80,"HID53_vid2","both","7151b148",64
82,"HID53_vid2","both","7151b148",60.0020019920319
84,"HID53_vid2","both","7151b148",52.0004980079681
86,"HID53_vid2","both","7151b148",52
88,"HID53_vid2","both","7151b148",52
90,"HID53_vid2","both","7151b148",52
92,"HID53_vid2","both","7151b148",62.2450099800399
94,"HID53_vid2","both","7151b148",92.749500998004
96,"HID53_vid2","both","7151b148",93
98,"HID53_vid2","both","7151b148",93
100,"HID53_vid2","both","7151b148",93
102,"HID53_vid2","both","7151b148",93
104,"HID53_vid2","both","7151b148",92.75
106,"HID53_vid2","both","7151b148",68.25
108,"HID53_vid2","both","7151b148",66
110,"HID53_vid2","both","7151b148",66
112,"HID53_vid2","both","7151b148",66
114,"HID53_vid2","both","7151b148",69.9970059880239
116,"HID53_vid2","both","7151b148",77
118,"HID53_vid2","both","7151b148",77
120,"HID53_vid2","both","7151b148",66.0034930139721
122,"HID53_vid2","both","7151b148",53
124,"HID53_vid2","both","7151b148",53
126,"HID53_vid2","both","7151b148",57.0079840319362
128,"HID53_vid2","both","7151b148",79.9945109780439
130,"HID53_vid2","both","7151b148",89.498
132,"HID53_vid2","both","7151b148",94
134,"HID53_vid2","both","7151b148",92.9975099601593
136,"HID53_vid2","both","7151b148",82.7539900398407
138,"HID53_vid2","both","7151b148",82
140,"HID53_vid2","both","7151b148",82
142,"HID53_vid2","both","7151b148",82
144,"HID53_vid2","both","7151b148",75.7564940119761
146,"HID53_vid2","both","7151b148",67
148,"HID53_vid2","both","7151b148",67
150,"HID53_vid2","both","7151b148",67
152,"HID53_vid2","both","7151b148",66.251497005988
154,"HID53_vid2","both","7151b148",51.2575
156,"HID53_vid2","both","7151b148",49
158,"HID53_vid2","both","7151b148",50.75
160,"HID53_vid2","both","7151b148",76.4935129740519
162,"HID53_vid2","both","7151b148",79
164,"HID53_vid2","both","7151b148",73.003999001996
166,"HID53_vid2","both","7151b148",70
168,"HID53_vid2","both","7151b148",70
170,"HID53_vid2","both","7151b148",70
172,"HID53_vid2","both","7151b148",74.4377470355731
174,"HID53_vid2","both","7151b148",97.9932523616734
2,"HID53_vid2","both","eacd771c",50
4,"HID53_vid2","both","eacd771c",50
6,"HID53_vid2","both","eacd771c",50
8,"HID53_vid2","both","eacd771c",50
10,"HID53_vid2","both","eacd771c",52.25
12,"HID53_vid2","both","eacd771c",59
14,"HID53_vid2","both","eacd771c",59
16,"HID53_vid2","both","eacd771c",59
18,"HID53_vid2","both","eacd771c",56.496503992016
20,"HID53_vid2","both","eacd771c",52
22,"HID53_vid2","both","eacd771c",52
24,"HID53_vid2","both","eacd771c",52
26,"HID53_vid2","both","eacd771c",52
28,"HID53_vid2","both","eacd771c",52
30,"HID53_vid2","both","eacd771c",52
32,"HID53_vid2","both","eacd771c",52
34,"HID53_vid2","both","eacd771c",52
36,"HID53_vid2","both","eacd771c",52
38,"HID53_vid2","both","eacd771c",52
40,"HID53_vid2","both","eacd771c",52
42,"HID53_vid2","both","eacd771c",52
44,"HID53_vid2","both","eacd771c",52
46,"HID53_vid2","both","eacd771c",52
48,"HID53_vid2","both","eacd771c",52
50,"HID53_vid2","both","eacd771c",52
52,"HID53_vid2","both","eacd771c",52
54,"HID53_vid2","both","eacd771c",52
56,"HID53_vid2","both","eacd771c",52
58,"HID53_vid2","both","eacd771c",52
60,"HID53_vid2","both","eacd771c",52
62,"HID53_vid2","both","eacd771c",52
64,"HID53_vid2","both","eacd771c",52
66,"HID53_vid2","both","eacd771c",52
68,"HID53_vid2","both","eacd771c",52
70,"HID53_vid2","both","eacd771c",52
72,"HID53_vid2","both","eacd771c",52
74,"HID53_vid2","both","eacd771c",63.9955089820359
76,"HID53_vid2","both","eacd771c",65
78,"HID53_vid2","both","eacd771c",65
80,"HID53_vid2","both","eacd771c",65
82,"HID53_vid2","both","eacd771c",64.5
84,"HID53_vid2","both","eacd771c",53
86,"HID53_vid2","both","eacd771c",53
88,"HID53_vid2","both","eacd771c",53
90,"HID53_vid2","both","eacd771c",53
92,"HID53_vid2","both","eacd771c",61.007499001996
94,"HID53_vid2","both","eacd771c",68
96,"HID53_vid2","both","eacd771c",69.25
98,"HID53_vid2","both","eacd771c",73
100,"HID53_vid2","both","eacd771c",73
102,"HID53_vid2","both","eacd771c",73
104,"HID53_vid2","both","eacd771c",73
106,"HID53_vid2","both","eacd771c",73
108,"HID53_vid2","both","eacd771c",73
110,"HID53_vid2","both","eacd771c",69
112,"HID53_vid2","both","eacd771c",68
114,"HID53_vid2","both","eacd771c",68
116,"HID53_vid2","both","eacd771c",68
118,"HID53_vid2","both","eacd771c",68
120,"HID53_vid2","both","eacd771c",68
122,"HID53_vid2","both","eacd771c",68
124,"HID53_vid2","both","eacd771c",68
126,"HID53_vid2","both","eacd771c",68
128,"HID53_vid2","both","eacd771c",68
130,"HID53_vid2","both","eacd771c",68.0035
132,"HID53_vid2","both","eacd771c",76
134,"HID53_vid2","both","eacd771c",77
136,"HID53_vid2","both","eacd771c",77
138,"HID53_vid2","both","eacd771c",77
140,"HID53_vid2","both","eacd771c",77
142,"HID53_vid2","both","eacd771c",77
144,"HID53_vid2","both","eacd771c",77
146,"HID53_vid2","both","eacd771c",77
148,"HID53_vid2","both","eacd771c",77
150,"HID53_vid2","both","eacd771c",77
152,"HID53_vid2","both","eacd771c",67.7549860438486
154,"HID53_vid2","both","eacd771c",59
156,"HID53_vid2","both","eacd771c",59
158,"HID53_vid2","both","eacd771c",59
160,"HID53_vid2","both","eacd771c",59
162,"HID53_vid2","both","eacd771c",59
164,"HID53_vid2","both","eacd771c",59
166,"HID53_vid2","both","eacd771c",59
168,"HID53_vid2","both","eacd771c",59
170,"HID53_vid2","both","eacd771c",59
172,"HID53_vid2","both","eacd771c",59.7470119521912
174,"HID53_vid2","both","eacd771c",62
2,"HID53_vid2","both","0c105b0d",50
4,"HID53_vid2","both","0c105b0d",50
6,"HID53_vid2","both","0c105b0d",50
8,"HID53_vid2","both","0c105b0d",50
