"time","rating","videoID"
112,28,"114_1"
114,28,"114_1"
116,28,"114_1"
118,28,"114_1"
120,28,"114_1"
122,28,"114_1"
124,28,"114_1"
126,28,"114_1"
128,28,"114_1"
130,28,"114_1"
132,28,"114_1"
134,28,"114_1"
136,28,"114_1"
138,28,"114_1"
140,28,"114_1"
142,28,"114_1"
144,28,"114_1"
146,28,"114_1"
148,28,"114_1"
150,28,"114_1"
152,28,"114_1"
154,28,"114_1"
156,28,"114_1"
158,28,"114_1"
160,28,"114_1"
162,28,"114_1"
164,28,"114_1"
166,28,"114_1"
168,28,"114_1"
170,28,"114_1"
172,28,"114_1"
174,28,"114_1"
176,28,"114_1"
178,28,"114_1"
180,28,"114_1"
182,28,"114_1"
184,28,"114_1"
186,28,"114_1"
188,28,"114_1"
2,67,"114_4"
4,67,"114_4"
6,67,"114_4"
8,67,"114_4"
10,67,"114_4"
12,67,"114_4"
14,67,"114_4"
16,67,"114_4"
18,67,"114_4"
20,67,"114_4"
22,67,"114_4"
24,67,"114_4"
26,67,"114_4"
28,67,"114_4"
30,67,"114_4"
32,67,"114_4"
34,67,"114_4"
36,67,"114_4"
38,67,"114_4"
40,67,"114_4"
42,67,"114_4"
44,67.2,"114_4"
46,73.325,"114_4"
48,73.2,"114_4"
50,73.2,"114_4"
52,73.2,"114_4"
54,73.2,"114_4"
56,73.2,"114_4"
58,73.2,"114_4"
60,73.2,"114_4"
62,73.2,"114_4"
64,73.2,"114_4"
66,73.2,"114_4"
68,73.2,"114_4"
70,73.2,"114_4"
72,73.2,"114_4"
74,73.2,"114_4"
76,73.2,"114_4"
78,73.2,"114_4"
80,73.2,"114_4"
82,73.2,"114_4"
84,73.2,"114_4"
86,73.2,"114_4"
88,73.2,"114_4"
90,73.2,"114_4"
92,73.2,"114_4"
94,73.2,"114_4"
96,73.2,"114_4"
98,73.2,"114_4"
100,73.2,"114_4"
102,73.2,"114_4"
104,73.2,"114_4"
106,73.2,"114_4"
108,73.2,"114_4"
110,73.2,"114_4"
112,73.2,"114_4"
114,72.2,"114_4"
116,69.3,"114_4"
118,69.3,"114_4"
120,69.3,"114_4"
122,69.3,"114_4"
124,69.3,"114_4"
126,69.3,"114_4"
128,69.3,"114_4"
130,69.3,"114_4"
132,69.3,"114_4"
134,69.3,"114_4"
136,69.3,"114_4"
138,69.3,"114_4"
140,69.3,"114_4"
142,69.3,"114_4"
144,69.3,"114_4"
146,69.3,"114_4"
148,69.3,"114_4"
150,69.3,"114_4"
152,69.3,"114_4"
154,69.3,"114_4"
156,69.3,"114_4"
158,69.3,"114_4"
160,69.3,"114_4"
162,69.3,"114_4"
164,69.3,"114_4"
166,68.75,"114_4"
168,69.025,"114_4"
170,69,"114_4"
172,69,"114_4"
174,69,"114_4"
176,69,"114_4"
178,69,"114_4"
180,69,"114_4"
182,69,"114_4"
184,69,"114_4"
186,69,"114_4"
2,55,"114_5"
4,55,"114_5"
6,55,"114_5"
8,55,"114_5"
10,55,"114_5"
12,55,"114_5"
14,55,"114_5"
16,55,"114_5"
18,55,"114_5"
20,55,"114_5"
22,55,"114_5"
24,55,"114_5"
26,55,"114_5"
28,55,"114_5"
30,55,"114_5"
32,55,"114_5"
34,55,"114_5"
36,55,"114_5"
38,55,"114_5"
40,55,"114_5"
42,55,"114_5"
44,55,"114_5"
46,55,"114_5"
48,55,"114_5"
50,55,"114_5"
52,55,"114_5"
54,55,"114_5"
56,55,"114_5"
58,55,"114_5"
60,55,"114_5"
62,59.85,"114_5"
64,62.925,"114_5"
66,63.575,"114_5"
68,63.8,"114_5"
70,65.1,"114_5"
72,66.7,"114_5"
74,66.7,"114_5"
76,66.7,"114_5"
78,66.7,"114_5"
80,66.7,"114_5"
82,66.7,"114_5"
84,66.7,"114_5"
86,66.7,"114_5"
88,66.7,"114_5"
90,66.7,"114_5"
92,66.7,"114_5"
94,66.7,"114_5"
96,66.7,"114_5"
98,66.7,"114_5"
100,66.7,"114_5"
102,68.1,"114_5"
104,72.3,"114_5"
106,72.3,"114_5"
108,72.3,"114_5"
110,72.3,"114_5"
112,72.3,"114_5"
114,72.3,"114_5"
116,72.3,"114_5"
118,72.3,"114_5"
120,72.3,"114_5"
122,72.3,"114_5"
124,72.3,"114_5"
126,72.3,"114_5"
128,72.3,"114_5"
130,72.3,"114_5"
132,72.3,"114_5"
134,72.3,"114_5"
136,72.3,"114_5"
138,72.3,"114_5"
140,72.3,"114_5"
142,95.925,"114_5"
144,100,"114_5"
146,100,"114_5"
148,100,"114_5"
150,100,"114_5"
152,100,"114_5"
154,100,"114_5"
156,100,"114_5"
158,100,"114_5"
160,100,"114_5"
162,100,"114_5"
164,100,"114_5"
166,100,"114_5"
168,100,"114_5"
170,100,"114_5"
172,100,"114_5"
174,100,"114_5"
176,100,"114_5"
178,100,"114_5"
180,100,"114_5"
182,100,"114_5"
184,100,"114_5"
186,100,"114_5"
188,100,"114_5"
190,100,"114_5"
192,100,"114_5"
194,100,"114_5"
196,100,"114_5"
198,100,"114_5"
2,51.4,"114_6"
4,52.8,"114_6"
6,52.8,"114_6"
8,52.8,"114_6"
10,52.8,"114_6"
12,52.8,"114_6"
14,52.8,"114_6"
16,52.8,"114_6"
18,52.8,"114_6"
20,52.8,"114_6"
22,56.85,"114_6"
24,63.2,"114_6"
26,63.2,"114_6"
28,63.2,"114_6"
30,63.2,"114_6"
32,63.2,"114_6"
34,63.2,"114_6"
36,63.2,"114_6"
38,64.225,"114_6"
40,65.075,"114_6"
42,65,"114_6"
44,65,"114_6"
46,65,"114_6"
48,65,"114_6"
50,65,"114_6"
52,65,"114_6"
54,65,"114_6"
56,65,"114_6"
58,65,"114_6"
60,65,"114_6"
62,65,"114_6"
64,65,"114_6"
66,65,"114_6"
68,65,"114_6"
70,65,"114_6"
72,65,"114_6"
74,65,"114_6"
76,65,"114_6"
78,65,"114_6"
80,65,"114_6"
82,65,"114_6"
84,65,"114_6"
86,65,"114_6"
88,65.15,"114_6"
90,70.2,"114_6"
92,71.8,"114_6"
94,72.425,"114_6"
96,78,"114_6"
98,86.975,"114_6"
100,98.125,"114_6"
102,100,"114_6"
104,100,"114_6"
106,100,"114_6"
108,100,"114_6"
110,100,"114_6"
112,100,"114_6"
114,100,"114_6"
116,100,"114_6"
118,100,"114_6"
120,100,"114_6"
122,100,"114_6"
124,100,"114_6"
126,100,"114_6"
128,100,"114_6"
130,100,"114_6"
132,100,"114_6"
134,100,"114_6"
136,100,"114_6"
138,100,"114_6"
140,100,"114_6"
142,100,"114_6"
144,100,"114_6"
146,100,"114_6"
148,100,"114_6"
150,100,"114_6"
152,100,"114_6"
154,100,"114_6"
156,100,"114_6"
158,100,"114_6"
160,100,"114_6"
162,100,"114_6"
164,100,"114_6"
166,100,"114_6"
168,100,"114_6"
170,100,"114_6"
172,100,"114_6"
174,100,"114_6"
176,100,"114_6"
178,100,"114_6"
180,100,"114_6"
182,100,"114_6"
2,53.8,"115_2"
4,53.8,"115_2"
6,53.8,"115_2"
8,53.8,"115_2"
10,53.8,"115_2"
12,53.8,"115_2"
14,53.8,"115_2"
16,53.8,"115_2"
