"participantID","videoID","order","condition","comprehensionCheckQ1Correct","comprehensionCheckQ2Correct","accuracy","IRI_EC","IRI_PT","IRI_PD","LT_Empathy","SPS","SIAS","gender","age"
"ffa3442d","165_1",4,"audioOnly",TRUE,TRUE,0.618022088477427,27,26,19,12,30,21,"F",60
"3cc43e3a","165_1",4,"audioOnly",TRUE,TRUE,0.351075949153862,25,28,3,11,63,66,"F",34
"f452b20d","124_3",5,"both",TRUE,TRUE,0.441709235211505,23,22,22,10,68,62,"F",22
"72349a54","181_4",5,"both",TRUE,TRUE,0.856246741845617,24,20,17,12,21,43,"F",36
"b38d5b49","120_1",5,"both",TRUE,TRUE,0.776763646109174,25,24,12,12,40,63,"M",25
"dc89084a","124_3",5,"both",TRUE,TRUE,0.654030758352243,28,28,3,15,0,5,"F",43
"7411a245","116_5",5,"both",TRUE,TRUE,0.0261978312302268,14,13,18,15,54,63,"M",18
"0635b8fb","128_2",5,"both",FALSE,TRUE,0.92655714111246,27,19,7,8,6,16,"M",42
"87ac0eaa","174_2",5,"both",TRUE,TRUE,0.0260292348026583,25,21,11,12,39,63,"M",48
"38b73aae","178_6",5,"both",TRUE,TRUE,-0.151562348505467,12,13,8,9,26,15,"M",33
"064a309a","161_3",5,"both",TRUE,TRUE,0.797389075378873,28,21,12,14,34,40,"F",39
"45de46aa","129_5",5,"both",FALSE,TRUE,0.618738343916012,21,21,12,12,4,6,"M",39
"01313695","173_6",5,"both",FALSE,TRUE,0.603035113557591,28,18,12,12,38,42,"F",42
"fb92ea54","147_5",5,"both",TRUE,TRUE,0.119912494170569,28,20,7,11,12,24,"F",46
"8194d337","124_3",5,"both",TRUE,TRUE,0.551776754511341,20,17,7,12,15,24,"M",29
"301fcf0a","153_3",5,"both",TRUE,TRUE,0.865050578860112,20,24,6,12,15,15,"F",42
"d264a4f6","153_3",5,"both",TRUE,TRUE,0.680475340634195,21,17,5,14,3,14,"F",24
"95d1b534","137_6",5,"both",TRUE,TRUE,0.525295759300422,13,20,6,13,28,36,"M",24
"1fa08bf1","128_2",5,"both",TRUE,TRUE,0.721639259449416,8,26,5,11,18,18,"M",35
"c224f9a6","116_5",5,"both",FALSE,TRUE,0.11049661397673,27,22,18,12,63,65,"M",33
"308b7f75","135_3",5,"both",TRUE,TRUE,0.372253055361203,28,28,22,10,6,8,"F",36
"675885cb","174_2",5,"both",TRUE,TRUE,0.233704740314745,17,16,11,15,4,8,"M",24
"5046eb0a","161_3",5,"both",TRUE,TRUE,0.402756351345595,22,11,5,9,3,17,"F",37
"039ee76c","128_2",5,"both",TRUE,TRUE,0.898035486076774,21,23,14,13,29,38,"F",36
"0b84d15e","173_4",5,"both",TRUE,TRUE,-0.167065821691918,28,28,14,12,63,44,"F",33
"73b586a9","151_2",5,"both",TRUE,TRUE,0.858071696303742,21,20,10,10,44,41,"F",32
"b6335f9b","174_2",5,"both",TRUE,TRUE,0.792201000874887,28,26,2,12,8,15,"M",26
"7d66737a","181_2",5,"both",TRUE,TRUE,0.95166323427161,28,26,19,12,50,74,"F",24
"cbfce7ed","181_4",5,"both",TRUE,TRUE,0.733421403751245,18,20,9,9,28,55,"F",33
"89acd875","116_5",5,"both",TRUE,TRUE,-0.251045151867753,20,20,16,12,44,51,"M",47
"9ba31e4c","120_1",5,"both",FALSE,TRUE,0.615653608792843,27,27,4,10,40,65,"F",27
"594b6d7f","178_6",5,"both",TRUE,TRUE,0.136925768614477,27,27,7,11,5,12,"M",35
"b7226578","137_6",5,"both",FALSE,TRUE,0.242625898895398,27,25,6,12,49,31,"F",29
"0f85e59e","161_3",5,"both",TRUE,TRUE,0.94598098905452,13,6,24,10,50,55,"F",58
"16017909","129_5",5,"both",TRUE,TRUE,0.512964086079779,12,13,13,14,14,39,"F",42
"e0cb3965","161_3",5,"both",TRUE,TRUE,0.545885343661692,28,21,5,12,30,42,"M",40
"443e51bc","128_2",5,"both",TRUE,TRUE,0.942417269720726,24,25,16,12,42,51,"M",28
"8d252810","151_2",5,"both",TRUE,TRUE,0.766081965737406,6,0,0,8,0,6,"F",40
"d5f55185","161_3",5,"both",TRUE,TRUE,0.883575175999198,19,20,7,12,7,16,"F",37
"22a4517b","120_1",5,"both",TRUE,TRUE,0.792276614871161,21,16,23,14,52,65,"F",25
"661c2c3d","171_1",5,"both",TRUE,TRUE,0.350760100143776,9,12,3,12,22,41,"M",67
"1df54295","137_6",5,"both",TRUE,TRUE,0.476587500812218,24,20,13,12,9,30,"F",45
"fc1193f1","128_2",5,"both",TRUE,TRUE,0.777815752793098,20,22,5,13,4,7,"M",26
"5cb6d34e","181_2",5,"both",TRUE,TRUE,0.80580817341457,9,12,25,9,61,64,"M",40
"a930edea","161_3",5,"both",TRUE,TRUE,0.47555031182034,22,26,12,10,22,31,"M",30
"8b4c95e1","181_4",5,"both",TRUE,TRUE,0.584623096497278,8,16,8,11,61,33,"M",35
"908a8fcb","178_6",5,"both",TRUE,TRUE,0.2506304624389,28,28,6,12,52,60,"F",25
"02aeb27d","170_2",5,"both",TRUE,TRUE,0.0683075323796165,15,18,12,12,31,27,"M",27
"ca966692","178_6",5,"both",TRUE,TRUE,0.0246124816033144,27,22,9,12,40,46,"M",33
"43089a32","129_2",5,"both",TRUE,TRUE,0.350891669490556,17,21,17,12,13,36,"F",35
"37946b93","116_5",5,"both",TRUE,TRUE,-0.150510009648594,28,28,2,13,5,5,"F",25
"ac2c59a2","181_2",5,"both",TRUE,TRUE,0.931395139688572,25,20,11,12,31,38,"F",27
"e6765d83","121_5",5,"both",TRUE,TRUE,-0.350517225008986,24,28,2,7,6,9,"F",39
"b443900b","147_5",5,"both",TRUE,TRUE,0.0880030914286641,18,27,14,12,60,49,NA,28
"1c09cd45","128_2",5,"both",TRUE,TRUE,0.828162635437536,13,15,13,12,4,13,"M",24
"41d722ea","120_1",5,"both",TRUE,TRUE,0.794847179900049,28,28,1,12,0,8,"M",24
"7968d3d9","173_6",5,"both",TRUE,TRUE,0.850722897755608,21,18,12,14,23,42,"F",48
"5e7e61e5","167_2",5,"both",TRUE,TRUE,0.865294720097719,18,9,18,11,30,55,"M",26
"c0d1731d","135_3",5,"both",TRUE,TRUE,0.766187342118023,28,17,0,12,48,48,"F",37
"c48d05a2","161_3",5,"both",TRUE,TRUE,0.843248614641918,23,20,20,13,13,11,"F",23
"c64b7d2e","173_6",5,"both",TRUE,TRUE,0.611004971548753,22,17,4,12,1,10,"F",30
"b4e6a03c","129_2",5,"both",TRUE,TRUE,-0.308680533808935,7,11,24,10,58,71,"M",22
"35f7c187","147_2",5,"both",TRUE,TRUE,0.0838654343036604,25,23,15,14,53,59,"F",25
"adc21a46","170_2",5,"both",TRUE,TRUE,-0.599682885075982,24,20,12,13,24,24,"F",54
"6c56c1b8","174_2",5,"both",TRUE,TRUE,0.728709189598269,22,21,15,9,12,12,"F",43
"d208defe","173_6",5,"both",TRUE,TRUE,0.558224908744318,24,21,9,12,41,49,"M",30
"12b6c6f2","174_3",5,"both",TRUE,TRUE,0.139308971722094,26,20,7,12,7,12,"M",50
"32349691","147_5",5,"both",TRUE,TRUE,0.27951071925068,21,21,11,11,4,23,"F",41
"043d498b","128_2",5,"both",TRUE,TRUE,0.869186808857731,9,16,5,12,26,40,"F",58
"299700c6","135_3",5,"both",TRUE,TRUE,0.622249521470473,24,18,5,12,29,24,"F",32
"afebd33a","178_6",5,"both",TRUE,FALSE,-0.0599858264010466,28,16,11,12,43,17,"F",58
"a1e56f7e","153_3",5,"both",TRUE,TRUE,0.874763984484533,19,7,5,12,18,15,"M",24
"aba7f35d","128_2",5,"both",TRUE,TRUE,0.529636548455312,24,28,2,12,0,8,"F",38
"0c0ca170","171_1",5,"both",FALSE,TRUE,0.50286152732301,25,22,20,12,24,35,"F",34
"6aa72f7f","167_2",5,"both",TRUE,TRUE,0.889426451528583,28,25,8,12,75,71,"F",27
"6679d22d","174_3",5,"both",TRUE,TRUE,0.527058625135323,26,21,18,12,77,73,"M",38
"bd0260dc","181_4",5,"both",TRUE,TRUE,0.832665045561282,21,23,9,8,6,9,"F",31
"6793b5b1","170_2",5,"both",FALSE,TRUE,0.076864726117733,19,26,9,9,13,17,"F",26
"9be2441e","129_2",5,"both",TRUE,TRUE,0.209691479063809,23,28,20,12,17,16,"F",38
"ca483851","153_3",5,"both",TRUE,TRUE,0.458767176975758,28,22,0,12,0,4,"F",39
"ef00961a","120_1",5,"both",TRUE,TRUE,0.626694301167971,18,19,15,12,39,36,"F",27
"7f39ee6e","128_2",5,"both",TRUE,TRUE,0.834593264096317,28,17,13,12,29,35,"F",55
"a4ee2c76","151_2",5,"both",TRUE,TRUE,0.9011277688928,18,21,0,12,15,21,"M",38
"9b5022ac","128_2",5,"both",TRUE,TRUE,0.723388050588302,23,21,10,12,4,9,"F",61
"72e4e86d","153_3",5,"both",TRUE,TRUE,0.574615571003675,27,27,18,11,48,45,"F",38
"ea7379c2","174_3",5,"both",TRUE,TRUE,0.794242736302034,24,20,9,12,64,56,"M",44
"ad4fe4c7","137_6",5,"both",FALSE,TRUE,-0.482850713053792,14,7,17,12,19,36,"M",51
"f84f2ad2","174_3",5,"both",TRUE,TRUE,0.902624450249119,28,13,4,12,47,20,"F",29
"a1d29bbd","147_2",5,"both",TRUE,TRUE,0.195123036991954,24,27,12,9,53,64,"M",29
"a4d1942d","137_6",5,"both",TRUE,TRUE,0.115187879204202,18,24,0,12,0,8,"M",48
"2bdae298","181_4",5,"both",TRUE,TRUE,0.805171280186758,28,25,7,10,20,17,"F",54
"df7416f9","124_3",5,"both",TRUE,TRUE,0.623585936224076,23,20,19,12,17,21,"M",24
"fedf6d9e","153_3",5,"both",TRUE,TRUE,0.545580256950163,28,24,23,13,30,49,"F",50
"362e0088","173_4",5,"both",TRUE,TRUE,0.285191205182077,24,26,6,12,58,73,"F",39
"5a7fcb50","129_5",5,"both",TRUE,TRUE,0.760787137014836,19,20,3,12,12,17,"M",23
"659a710c","137_6",5,"both",TRUE,TRUE,0.603838328285876,25,20,10,11,57,55,"M",21
"53b74c8e","151_2",5,"both",TRUE,TRUE,0.979698276792405,28,15,15,15,59,62,"F",28
"111e29ff","147_2",5,"both",FALSE,TRUE,0.169678395123288,20,19,11,11,8,29,"F",26
"cfa3ae59","129_5",5,"both",TRUE,TRUE,0.68261732638834,25,28,0,12,0,7,"F",41
"1caadf3c","147_5",5,"both",TRUE,TRUE,-0.229051448244213,18,19,15,12,20,32,NA,58
"ce426d19","135_3",5,"both",TRUE,TRUE,0.513201941323849,24,24,5,12,2,8,"F",31
"917c1ecc","135_3",5,"both",TRUE,TRUE,0.808297333932727,20,19,14,13,28,28,"M",44
"acab6556","174_3",5,"both",TRUE,TRUE,0.133156398604605,21,10,10,12,22,20,"M",35
"67371182","174_3",5,"both",TRUE,TRUE,0.7795295747125,22,18,7,9,14,14,"M",57
"09661926","173_6",5,"both",TRUE,TRUE,0.106716065273383,19,26,9,12,57,55,"M",35
"9fd3c89c","147_5",5,"both",TRUE,TRUE,0.391019079343747,14,13,1,9,0,7,"F",30
"79ea0a5c","174_3",5,"both",TRUE,TRUE,0.156518813530869,24,8,27,12,10,15,"F",42
"4ad05724","161_3",5,"both",TRUE,TRUE,0.709265379605971,18,16,15,14,3,32,"F",44
"8536b46b","116_5",5,"both",TRUE,TRUE,-0.0806722425573332,14,20,10,8,22,51,"M",21
"7d89d2be","181_4",5,"both",TRUE,TRUE,0.541427249512833,23,9,18,11,24,26,"F",37
"6a06a958","128_2",5,"both",TRUE,TRUE,0.615697374631751,28,19,21,11,35,44,"F",57
"9b487acd","151_2",5,"both",TRUE,TRUE,0.907301156336298,23,23,10,12,13,11,"F",30
"d97ade0e","173_4",5,"both",TRUE,TRUE,0.497859179688467,13,13,11,13,12,14,"F",47
"2967dd9f","170_2",5,"both",TRUE,TRUE,-0.725207611613525,21,22,15,11,22,19,"M",31
"c21d8d55","135_3",5,"both",TRUE,TRUE,0.455426352743597,24,19,5,12,29,18,"F",47
"f0715e54","170_2",5,"both",TRUE,TRUE,-0.28134804632671,23,20,9,10,12,18,"F",35
"c704493a","173_4",5,"both",TRUE,TRUE,-0.057588063709823,27,24,9,12,4,24,"F",71
"49cebeff","128_2",5,"both",TRUE,TRUE,0.887507499596294,20,21,3,12,3,7,"F",37
"eb51137c","137_6",5,"both",FALSE,TRUE,0.899260980788853,25,23,1,13,12,19,"M",27
"65a80f85","128_2",5,"both",TRUE,TRUE,0.808876312268526,24,18,0,12,2,6,"M",59
"6d6054bb","124_3",5,"both",TRUE,TRUE,0.432073695164615,25,27,0,12,40,39,"F",38
"d57f5b6d","135_3",5,"both",TRUE,TRUE,0.800245058170198,26,20,4,12,5,9,"F",63
"b7361412","171_1",5,"both",FALSE,TRUE,0.210608443712179,20,25,3,13,35,53,"F",29
"df470d8f","129_5",5,"both",TRUE,TRUE,0.738916601318466,21,14,5,13,8,11,"F",34
"cb35e041","147_5",5,"both",TRUE,TRUE,0.14489421568936,21,21,7,12,21,18,"M",35
"9f259311","147_5",5,"both",TRUE,TRUE,-0.501172192383281,24,23,1,12,2,5,"M",58
"e53069f7","173_6",5,"both",TRUE,TRUE,0.906278286017012,17,21,14,10,15,31,"M",63
"69a3ebe6","147_5",5,"both",TRUE,TRUE,0.0847342389814272,21,22,8,16,0,5,"M",23
"d17d0094","151_2",5,"both",TRUE,TRUE,0.847184854083251,19,19,9,13,50,59,"F",23
"0a11f7be","178_6",5,"both",TRUE,TRUE,0.684481336770856,20,18,9,15,11,15,"F",51
"d84d5853","153_3",5,"both",TRUE,TRUE,0.657448634593582,25,28,6,12,0,4,NA,45
"96d39f35","129_5",5,"both",TRUE,TRUE,0.916780986962848,5,16,8,12,9,30,"M",26
"684fc5e2","173_4",5,"both",TRUE,TRUE,-0.0648311350235506,19,23,11,13,37,36,"M",25
"a3cbb732","137_6",5,"both",TRUE,TRUE,0.0868770854294433,25,18,0,12,7,15,"F",55
"de98cb8f","124_3",5,"both",FALSE,TRUE,0.686437453683824,28,23,3,12,24,35,"F",25
"7e32dc2e","161_3",5,"both",TRUE,TRUE,0.688156237551536,21,18,11,13,37,50,"F",46
"d36fe703","121_5",5,"both",TRUE,TRUE,0.78855520555692,14,6,12,6,28,33,"M",37
"22f2fc0c","178_6",5,"both",TRUE,TRUE,0.285652908931889,21,23,15,12,56,61,"M",27
"c8b2e966","128_2",5,"both",TRUE,TRUE,0.695774999297316,22,28,2,14,14,17,"F",25
"4beb0626","167_2",5,"both",TRUE,TRUE,0.943507624911284,21,18,12,9,18,28,"F",23
"e00f9067","174_2",5,"both",TRUE,TRUE,0.699131949793193,13,13,17,12,40,32,"M",26
"64553426","161_3",5,"both",TRUE,TRUE,0.90865633436216,16,8,1,11,55,63,"F",33
"40d47bce","161_3",5,"both",TRUE,TRUE,0.586863862952241,25,21,19,10,23,43,"F",35
"b2990de8","181_2",5,"both",TRUE,TRUE,0.893689559645626,18,17,8,12,5,6,"M",39
"95e8f522","167_2",5,"both",TRUE,TRUE,0.935293808668414,17,25,4,10,18,14,"F",42
"b29100e5","181_4",5,"both",TRUE,TRUE,0.546140707881107,12,17,6,2,1,12,"F",25
"8e548c69","120_1",5,"both",FALSE,TRUE,0.757722965494117,4,26,0,12,22,49,"M",47
"b3e025ad","174_2",5,"both",TRUE,TRUE,0.287151953964808,25,26,0,11,0,10,"F",26
"8024894d","124_3",5,"both",TRUE,TRUE,0.601402466510611,25,19,10,12,49,25,"M",25
"c5c5421b","129_5",5,"both",TRUE,TRUE,0.80946991928605,24,20,3,12,10,13,"M",53
"19d1456b","174_3",5,"both",TRUE,TRUE,-0.150784352733497,26,22,4,12,9,22,"F",41
"2b25e8a8","167_2",5,"both",TRUE,TRUE,0.0304995164601568,28,28,8,12,0,4,"F",46
"8493608a","174_2",5,"both",TRUE,TRUE,-0.0421634011937837,28,28,12,12,12,7,"F",45
"72efe0fb","135_3",5,"both",TRUE,TRUE,0.864281657755225,22,22,0,12,1,5,"M",36
"d8d9333f","135_3",5,"both",TRUE,TRUE,0.806754715197637,21,25,11,9,21,42,"F",28
"2116a832","128_2",5,"both",TRUE,TRUE,0.809254960613055,28,23,6,12,8,12,"M",64
"7536a743","181_4",5,"both",TRUE,TRUE,0.767219331804194,22,18,9,12,37,41,"F",30
"05503c64","151_2",5,"both",TRUE,TRUE,0.946453389591973,8,17,0,9,9,6,"M",51
"66c0a55f","170_2",5,"both",TRUE,TRUE,-0.5627723204364,26,22,5,10,18,35,"M",23
"42499473","173_4",5,"both",TRUE,TRUE,0.481851179454402,24,28,12,10,3,5,"F",20
"6541d640","167_2",5,"both",TRUE,TRUE,0.383345809024551,27,24,5,17,18,54,"F",59
"e5e45555","181_4",5,"both",TRUE,TRUE,0.705078103707485,28,14,1,12,1,10,"F",69
"90d6728c","178_6",5,"both",TRUE,FALSE,0.220700641918055,1,15,6,12,3,25,"M",35
"aa298f02","181_2",5,"both",TRUE,TRUE,0.944385102679275,20,17,9,9,9,38,"F",28
"0f06079b","135_3",5,"both",TRUE,TRUE,0.672069218789284,20,17,18,12,34,44,"M",38
"93b4d2ed","181_4",5,"both",TRUE,TRUE,0.880709714779394,28,28,7,12,21,23,"M",36
"c19ace66","151_2",5,"both",TRUE,TRUE,0.875342629892753,24,8,3,12,34,46,"M",44
"c2ec83b6","129_5",5,"both",TRUE,TRUE,0.893353391885246,22,17,14,13,31,47,"F",55
"28d6193e","120_1",5,"both",FALSE,TRUE,0.75643445938658,23,27,1,14,0,4,"M",26
"0f443fd4","171_1",5,"both",TRUE,TRUE,-0.0849697634756812,27,20,21,12,37,20,"F",36
"0d6a6af4","161_3",5,"both",TRUE,TRUE,0.515970594322075,20,20,8,12,45,42,"F",33
"d1e734ed","121_5",5,"both",TRUE,TRUE,0.616139813145093,28,23,17,13,4,4,"F",44
"f66aa4f2","170_2",5,"both",TRUE,TRUE,0.569622638977928,26,27,14,12,35,55,"F",72
"c83d5a40","121_5",5,"both",TRUE,TRUE,0.614683274227261,20,19,4,12,47,59,"M",42
"66af7e27","128_2",5,"both",TRUE,TRUE,0.600993268791401,22,19,8,12,15,20,"M",44
"7dedce6d","181_4",5,"both",TRUE,TRUE,0.701278140951038,21,18,12,12,33,43,"F",41
"ca117a85","181_4",5,"both",TRUE,TRUE,0.802939278862849,25,23,17,11,39,40,"M",23
"73ad64f2","135_3",5,"both",TRUE,TRUE,0.726084033303916,26,21,23,12,20,44,"F",43
"6f37f30d","174_3",5,"both",TRUE,TRUE,0.167873908237564,25,23,4,12,4,10,"F",41
"19c7de06","174_3",5,"both",TRUE,TRUE,0.73781093437872,20,16,8,12,36,39,"F",45
"243ee77b","129_2",5,"both",TRUE,TRUE,0.49119671374364,25,22,11,13,3,17,"F",26
"568a1baf","167_2",5,"both",TRUE,TRUE,0.809128461157312,23,21,3,12,10,11,"F",35
"93fb2e67","153_3",5,"both",TRUE,TRUE,0.554802031725401,27,24,17,10,53,26,"M",31
"393e2002","153_3",5,"both",TRUE,TRUE,0.619485242871406,26,24,0,12,0,4,"F",31
"1a9f2091","147_2",5,"both",TRUE,TRUE,0.0776612670321692,18,11,8,10,8,37,"M",43
"bf2542f4","151_2",5,"both",TRUE,TRUE,0.982903979617044,27,18,13,12,44,44,"F",27
"a6c8e748","181_2",5,"both",TRUE,TRUE,0.79489051426207,28,28,4,12,4,4,"F",53
"84bb608e","147_5",5,"both",FALSE,TRUE,0.14184907150805,24,24,18,12,42,65,"F",27
"8cd581f0","153_3",5,"both",TRUE,TRUE,0.795703214442499,28,22,14,12,29,40,"F",59
"e8690a63","181_4",5,"both",TRUE,TRUE,0.799238710050585,20,28,28,8,72,50,"F",31
"a2a60b08","120_1",5,"both",TRUE,TRUE,0.57900425659248,19,15,19,12,8,36,"M",67
"69677df3","173_6",5,"both",TRUE,TRUE,0.806461168840581,8,7,11,13,31,50,"M",32
"0be6f6ad","174_3",5,"both",TRUE,TRUE,0.537712786912162,27,27,9,12,28,34,"F",29
"8bd904ea","121_5",5,"both",TRUE,TRUE,0.547937872650089,28,27,4,12,5,4,"F",49
"21da5a7f","171_1",5,"both",FALSE,TRUE,0.59621211625635,28,20,10,16,23,45,"M",45
"7bbe3dac","147_5",5,"both",TRUE,TRUE,-0.235052825401618,23,23,13,9,46,48,"M",33
"3ebd7027","174_2",5,"both",TRUE,TRUE,0.651371287657587,17,20,7,11,30,43,"M",32
"13ec5e6f","181_2",5,"both",TRUE,TRUE,0.757177977552611,21,22,7,12,19,35,"M",34
"36a9890b","174_3",5,"both",TRUE,TRUE,0.0304622811167305,15,13,24,11,40,47,"M",36
"d9fb9761","129_2",5,"both",TRUE,TRUE,0.145228306141555,21,14,8,13,64,66,"F",37
"09ebc568","174_3",5,"both",TRUE,TRUE,0.104802077660913,7,4,3,9,52,68,"M",25
"dbff13c1","161_3",5,"both",TRUE,FALSE,0.395924758385994,25,27,9,13,12,20,"F",25
"277b108b","116_5",5,"both",TRUE,TRUE,-0.57839621748722,23,18,3,12,7,13,"M",42
"70c5f106","147_2",5,"both",TRUE,TRUE,0.35299445633471,26,28,7,17,32,40,"M",29
"889b1c97","171_1",5,"both",TRUE,TRUE,0.589627295283395,27,25,6,12,1,4,"F",29
"e92979cc","124_3",5,"both",FALSE,TRUE,0.565978102576784,26,19,6,11,10,30,"F",20
"3ed9cc50","129_5",5,"both",TRUE,TRUE,0.514655382202604,25,24,14,12,33,46,"M",37
"610af9cb","174_3",5,"both",TRUE,TRUE,0.5192344493798,28,25,6,11,15,34,"F",37
"51f6749b","147_2",5,"both",TRUE,TRUE,0.270284107129297,14,14,11,12,41,58,"F",53
"b6941e03","181_4",5,"both",TRUE,TRUE,0.846968000812582,19,21,0,12,4,3,"M",49
"3bad909a","171_1",5,"both",TRUE,FALSE,-0.242378811919259,12,13,16,13,48,53,"M",30
"866f956f","135_3",5,"both",TRUE,TRUE,0.678658918294523,15,10,6,12,17,23,"M",61
"a8a36cac","135_3",5,"both",TRUE,TRUE,0.842618416071507,5,21,0,13,29,39,"M",37
"b4ed151e","167_2",5,"both",TRUE,TRUE,0.44229544845311,26,20,10,13,48,30,"M",33
"6c56b66c","147_5",5,"both",TRUE,TRUE,-0.280048492591363,26,25,0,9,0,6,"M",45
"5f215821","173_6",5,"both",TRUE,TRUE,0.317253815825634,24,21,12,11,52,59,"F",41
"d60f649c","147_2",5,"both",TRUE,TRUE,0.290199812118828,21,23,12,17,34,24,"M",29
"00d76c86","128_2",5,"both",TRUE,TRUE,0.913491215596577,27,25,13,12,34,57,"F",29
"6ffa96d8","116_5",5,"both",TRUE,TRUE,0.0624644473125009,28,27,22,11,27,17,"F",59
"1e6a8842","120_1",5,"both",TRUE,TRUE,0.751476965610334,21,21,8,12,0,8,"F",50
"c2942e87","124_3",5,"both",TRUE,TRUE,0.61107306158534,17,13,14,8,32,32,"F",45
"453e0326","135_3",5,"both",TRUE,TRUE,0.591993392093556,24,24,18,12,34,20,"F",28
"25229983","170_2",5,"both",TRUE,TRUE,-0.474906952909587,17,19,7,15,24,46,"M",30
"81f9af65","153_3",5,"both",TRUE,TRUE,0.899311547758098,17,19,3,12,6,4,"F",47
"e16e98bb","151_2",5,"both",TRUE,TRUE,0.923200824833394,23,19,12,12,27,27,"F",33
"879e8bdd","178_6",5,"both",TRUE,TRUE,0.785143358855363,27,28,20,12,43,20,"F",33
"11cd5528","173_6",5,"both",TRUE,TRUE,0.206833640579289,24,18,3,12,22,36,"F",52
"d90fae2e","173_6",5,"both",TRUE,TRUE,0.665484071011241,18,18,23,11,68,69,"F",25
"042b5df1","147_5",5,"both",TRUE,TRUE,-0.120695293329118,28,16,5,12,54,43,"F",25
"4e7afb61","120_1",5,"both",TRUE,TRUE,0.300566755156803,28,28,10,10,29,13,"F",29
"c3a11fc3","137_6",5,"both",TRUE,TRUE,0.58734325737421,23,23,4,12,0,5,"M",24
"acbe3232","171_1",5,"both",FALSE,TRUE,0.090975350573663,20,15,6,11,10,28,"F",33
"5cc2c70d","151_2",5,"both",TRUE,TRUE,0.87094086889424,23,22,6,11,24,22,"M",28
"e8bd8493","120_1",5,"both",TRUE,TRUE,0.642985668410361,28,25,9,17,7,36,"F",68
"65842ff8","128_2",5,"both",TRUE,TRUE,0.84719882432582,9,15,4,12,6,16,"M",32
"227ac3ad","181_2",5,"both",TRUE,TRUE,0.82697655502821,27,18,22,12,2,11,"F",32
"30c8d7d1","147_2",5,"both",FALSE,TRUE,0.326602141417907,21,21,9,12,0,7,"M",60
"cd09cd99","128_2",5,"both",TRUE,TRUE,0.586105762616965,23,20,0,12,3,3,"M",48
"05344e8f","129_5",5,"both",FALSE,TRUE,-0.6091810775099,8,14,1,14,20,13,"M",31
"67f739f7","174_2",5,"both",TRUE,TRUE,0.878414671837948,28,28,8,12,0,4,"F",29
"0153ee62","178_6",5,"both",TRUE,TRUE,0.615133965456066,27,20,14,13,52,70,"F",29
"cfac501b","121_5",5,"both",TRUE,TRUE,0.788592311768418,24,23,20,12,5,11,"F",45
"054213d4","161_3",5,"both",TRUE,TRUE,0.369215991954903,27,28,6,12,35,41,"M",40
"49232f22","174_3",5,"both",TRUE,TRUE,0.62139369384007,28,22,0,12,22,17,"F",50
"af810319","153_3",5,"both",TRUE,TRUE,0.848259272170336,28,28,9,12,4,6,"F",45
"9a5f2ecd","167_2",5,"both",TRUE,TRUE,0.52019931319929,20,26,7,12,7,10,"M",24
"1a89b5c0","170_2",5,"both",TRUE,TRUE,-0.711999051587683,24,24,10,12,21,21,"F",27
"11339361","170_2",5,"both",TRUE,TRUE,-0.0440302561348763,19,19,18,11,4,6,"M",55
"d1144cb1","178_6",5,"both",TRUE,TRUE,0.724273245139455,8,21,2,13,21,37,"M",19
"d1ea4a3c","147_5",5,"both",TRUE,TRUE,-0.350922182235485,19,15,11,15,5,25,"M",28
"5a426f16","120_1",5,"both",TRUE,TRUE,0.770077043240361,22,24,5,10,41,42,"M",24
"59ed5f29","178_6",5,"both",TRUE,TRUE,0.421504201443667,20,13,2,12,11,35,"M",47
"91f410c2","161_3",5,"both",TRUE,TRUE,0.520954137418417,28,27,16,15,52,41,"M",41
"d7976bb7","121_5",5,"both",TRUE,TRUE,0.864360155572103,25,28,1,12,1,7,"M",26
"adb0cbd4","135_3",5,"both",TRUE,TRUE,0.764514166780491,23,24,3,11,8,12,"F",33
"07c176cc","181_2",5,"both",TRUE,TRUE,0.966363690461647,28,28,7,12,15,17,"F",48
"5300d05f","147_5",5,"both",TRUE,TRUE,0.0688445429661188,28,28,0,12,4,4,"M",27
"34516c42","174_3",5,"both",TRUE,TRUE,-0.280094863810091,28,19,19,13,46,51,"F",36
"56fc6afb","181_2",5,"both",TRUE,TRUE,0.804789973030485,26,21,7,13,0,10,"F",49
"afea7a60","167_2",5,"both",TRUE,TRUE,0.892269290491649,28,22,10,12,0,6,"F",63
"535e9fea","178_6",5,"both",TRUE,TRUE,-0.00298705483355282,23,28,13,12,30,59,"F",39
"dd25cb2b","161_3",5,"both",TRUE,TRUE,0.286567429494983,26,22,18,12,40,48,"F",29
"42d65674","153_3",5,"both",TRUE,TRUE,0.821774245750621,12,15,3,13,18,31,"M",32
"f0142fb5","137_6",5,"both",TRUE,TRUE,0.444558068398974,26,20,16,13,36,46,"M",38
"1d67ee57","170_2",5,"both",TRUE,TRUE,-0.520873185638683,21,24,18,12,27,44,"F",47
"f13e6f48","181_4",5,"both",TRUE,TRUE,0.156435586164597,20,28,9,13,28,17,"F",46
"f77c9b3a","129_2",5,"both",TRUE,TRUE,0.363004001754355,3,11,4,15,8,18,"M",34
"a405b300","178_6",5,"both",TRUE,TRUE,0.672755942404407,26,6,9,11,31,39,"F",49
"86fe6dd1","129_2",5,"both",TRUE,TRUE,0.302511116837158,27,28,1,12,1,4,"M",44
