"participantID","videoID","order","condition","comprehensionCheckQ1Correct","comprehensionCheckQ2Correct","accuracy","IRI_EC","IRI_PT","IRI_PD","LT_Empathy","SPS","SIAS","gender","age"
"c3a11fc3","167_2",2,"audioOnly",TRUE,TRUE,-0.57886702109775,23,23,4,12,0,5,"M",24
"acbe3232","170_2",2,"audioOnly",TRUE,TRUE,-0.203690132840777,20,15,6,11,10,28,"F",33
"5cc2c70d","178_6",2,"audioOnly",TRUE,TRUE,0.725661744885086,23,22,6,11,24,22,"M",28
"0c35a2b2","171_1",2,"audioOnly",FALSE,TRUE,0.61023521456371,27,28,4,12,3,9,"F",31
"65842ff8","120_1",2,"audioOnly",TRUE,TRUE,0.851698785221235,9,15,4,12,6,16,"M",32
"227ac3ad","147_5",2,"audioOnly",TRUE,TRUE,-0.299832117195318,27,18,22,12,2,11,"F",32
"30c8d7d1","171_1",2,"audioOnly",TRUE,TRUE,0.487296965221939,21,21,9,12,0,7,"M",60
"cd09cd99","120_1",2,"audioOnly",TRUE,TRUE,0.529595208684367,23,20,0,12,3,3,"M",48
"05344e8f","116_5",2,"audioOnly",TRUE,TRUE,-0.425091941549594,8,14,1,14,20,13,"M",31
"67f739f7","181_2",2,"audioOnly",TRUE,TRUE,0.811668529462421,28,28,8,12,0,4,"F",29
"475d5b69","135_3",2,"audioOnly",TRUE,TRUE,0.805029352694979,23,12,20,14,43,61,"M",42
"0153ee62","174_2",2,"audioOnly",TRUE,TRUE,0.807517454205266,27,20,14,13,52,70,"F",29
"cfac501b","161_3",2,"audioOnly",TRUE,TRUE,0.905732926425583,24,23,20,12,5,11,"F",45
"054213d4","124_3",2,"audioOnly",TRUE,TRUE,0.600845959265944,27,28,6,12,35,41,"M",40
"49232f22","181_4",2,"audioOnly",TRUE,TRUE,0.855035665027357,28,22,0,12,22,17,"F",50
"af810319","174_3",2,"audioOnly",TRUE,TRUE,0.211874617805448,28,28,9,12,4,6,"F",45
"9a5f2ecd","173_6",2,"audioOnly",TRUE,TRUE,0.244422459747502,20,26,7,12,7,10,"M",24
"1a89b5c0","129_2",2,"audioOnly",TRUE,TRUE,-0.165620975439876,24,24,10,12,21,21,"F",27
"11339361","129_2",2,"audioOnly",TRUE,TRUE,0.0489017370161713,19,19,18,11,4,6,"M",55
"d1144cb1","174_2",2,"audioOnly",TRUE,TRUE,0.710254577207551,8,21,2,13,21,37,"M",19
"d1ea4a3c","153_3",2,"audioOnly",TRUE,TRUE,0.660193260442614,19,15,11,15,5,25,"M",28
"5a426f16","121_5",2,"audioOnly",TRUE,FALSE,0.535375892256971,22,24,5,10,41,42,"M",24
"59ed5f29","174_2",2,"audioOnly",TRUE,TRUE,0.685530272693666,20,13,2,12,11,35,"M",47
"91f410c2","124_3",2,"audioOnly",FALSE,TRUE,0.469981419680511,28,27,16,15,52,41,"M",41
"d7976bb7","161_3",2,"audioOnly",TRUE,TRUE,0.788662063819394,25,28,1,12,1,7,"M",26
"adb0cbd4","147_2",2,"audioOnly",FALSE,TRUE,0.145317413351136,23,24,3,11,8,12,"F",33
"07c176cc","147_5",2,"audioOnly",TRUE,TRUE,0.0249880289478146,28,28,7,12,15,17,"F",48
"5300d05f","153_3",2,"audioOnly",TRUE,TRUE,0.410331802789336,28,28,0,12,4,4,"M",27
"56fc6afb","147_5",2,"audioOnly",TRUE,TRUE,-0.389472684849142,26,21,7,13,0,10,"F",49
"afea7a60","173_6",2,"audioOnly",TRUE,TRUE,0.39924139099037,28,22,10,12,0,6,"F",63
"ca173728","120_1",2,"audioOnly",TRUE,TRUE,0.347948037972861,25,18,0,14,17,22,"F",55
"78d69a9d","181_2",2,"audioOnly",TRUE,TRUE,0.815927821767176,28,28,8,13,47,66,"F",34
"535e9fea","174_2",2,"audioOnly",TRUE,TRUE,0.465706992440095,23,28,13,12,30,59,"F",39
"dd25cb2b","124_3",2,"audioOnly",TRUE,TRUE,0.537517649892701,26,22,18,12,40,48,"F",29
"42d65674","174_3",2,"audioOnly",TRUE,TRUE,0.654261253375115,12,15,3,13,18,31,"M",32
"7af37f47","137_6",2,"audioOnly",TRUE,TRUE,0.308730345659572,26,28,3,14,1,9,"M",34
"1d67ee57","129_2",2,"audioOnly",TRUE,TRUE,-0.236908614759798,21,24,18,12,27,44,"F",47
"f13e6f48","151_2",2,"audioOnly",TRUE,TRUE,0.820206097567531,20,28,9,13,28,17,"F",46
"f77c9b3a","137_6",2,"audioOnly",TRUE,TRUE,0.269608884868642,3,11,4,15,8,18,"M",34
"a405b300","174_2",2,"audioOnly",TRUE,TRUE,0.630115883622065,26,6,9,11,31,39,"F",49
"86fe6dd1","137_6",2,"audioOnly",FALSE,TRUE,0.806237859753436,27,28,1,12,1,4,"M",44
"623b52ff","137_6",2,"audioOnly",TRUE,TRUE,0.210794950702625,23,24,21,12,23,22,"F",23
"2401b1a9","147_5",2,"audioOnly",TRUE,TRUE,-0.161348433940677,28,28,0,11,10,9,"F",62
"8e8caef0","129_2",2,"audioOnly",TRUE,TRUE,-0.232745098738099,19,14,17,12,11,38,"M",50
"9c77bf6e","173_4",2,"audioOnly",TRUE,TRUE,0.104212287779417,6,11,17,12,33,62,"F",37
"1d4cb07d","181_2",2,"audioOnly",TRUE,TRUE,0.975311950031136,28,26,20,12,33,26,"M",28
"0e5b8390","120_1",2,"audioOnly",FALSE,TRUE,0.604922707529172,16,18,4,11,2,7,"M",35
"99a9d7ba","173_6",2,"audioOnly",TRUE,TRUE,0.207086611638771,22,14,19,11,21,34,"F",33
"1bf4d90b","153_3",2,"audioOnly",TRUE,TRUE,0.661189459926117,27,28,16,16,43,46,"F",33
"54d16ab5","153_3",2,"audioOnly",TRUE,TRUE,0.842641272048201,26,21,28,11,50,41,"F",36
"38eee3d4","124_3",2,"audioOnly",TRUE,TRUE,0.61532561926117,25,27,15,12,74,76,"F",25
"42520425","181_4",2,"audioOnly",TRUE,TRUE,0.343282032286548,19,17,1,8,10,11,"M",41
"38e817b1","153_3",2,"audioOnly",TRUE,TRUE,0.292721943591143,20,21,2,13,11,8,"M",70
"29afd537","173_4",2,"audioOnly",TRUE,TRUE,0.915866316957687,22,25,4,12,20,14,"M",34
"abe386c9","161_3",2,"audioOnly",TRUE,TRUE,0.198596251216593,20,21,17,12,41,55,"F",31
"784178ee","174_2",2,"audioOnly",TRUE,TRUE,0.725788364698021,28,25,4,11,2,12,"F",40
"3fe71f9a","173_6",2,"audioOnly",TRUE,TRUE,-0.069454292542274,17,21,12,12,23,26,"F",29
"ba434ba5","153_3",2,"audioOnly",TRUE,TRUE,0.580638242550144,25,26,6,13,4,7,"M",42
"2996ac26","151_2",2,"audioOnly",TRUE,TRUE,0.923955920188131,16,8,8,4,11,21,"M",32
"2081b711","171_1",2,"audioOnly",TRUE,TRUE,0.49840300970153,24,23,14,12,26,35,"F",56
"6a5f8490","147_2",2,"audioOnly",TRUE,TRUE,0.0698417209995915,28,22,5,13,2,8,"F",50
"458c014d","178_6",2,"audioOnly",TRUE,TRUE,0.66662489308114,26,25,7,12,24,25,"F",71
"dc735050","118_3",2,"audioOnly",TRUE,FALSE,0.0279096856458951,25,18,10,15,12,21,"M",39
"8f71a23f","144_1",2,"audioOnly",TRUE,TRUE,0.713575295501674,25,20,9,12,19,46,"F",26
"9787cd0d","124_6",2,"audioOnly",TRUE,TRUE,0.82225695343859,24,15,22,13,61,62,"F",33
"1773cf17","120_4",2,"audioOnly",TRUE,TRUE,0.606000031613888,28,28,0,12,2,8,"M",44
"d189f352","164_3",2,"audioOnly",TRUE,TRUE,0.392437746452701,23,13,14,12,39,38,"F",30
"1fdaa02f","169_4",2,"audioOnly",TRUE,TRUE,0.911838782406258,24,27,6,11,16,15,"M",49
"7b427dbf","118_3",2,"audioOnly",TRUE,TRUE,0.716861919848252,21,21,8,12,35,43,"M",33
"2f62333c","124_6",2,"audioOnly",TRUE,TRUE,0.733969087647659,9,25,1,12,15,59,"F",26
"2e80c6ed","118_3",2,"audioOnly",TRUE,TRUE,0.349661622497504,28,28,0,12,0,4,"M",26
"bff65578","165_1",2,"audioOnly",TRUE,TRUE,0.57039132288039,28,28,14,12,14,6,"F",52
"a710654b","119_4",2,"audioOnly",TRUE,TRUE,0.721026838981564,18,15,16,16,42,46,"M",30
"28a088b3","144_1",2,"audioOnly",TRUE,FALSE,0.347889424199925,11,7,13,12,14,30,"M",36
"62036073","165_1",2,"audioOnly",TRUE,TRUE,0.747944200573911,10,12,0,12,32,49,"F",37
"8944db98","118_3",2,"audioOnly",TRUE,TRUE,0.2840216278187,15,19,19,11,46,57,"F",27
"d6bdf497","118_3",2,"audioOnly",TRUE,TRUE,0.751668905969536,22,15,2,12,4,31,"M",30
"4c3287df","119_4",2,"audioOnly",TRUE,TRUE,0.0836142757680249,19,16,16,12,9,18,"M",22
"6c24d5e0","144_1",2,"audioOnly",TRUE,TRUE,0.59067242547064,21,21,7,10,14,18,"F",28
"4cf7c13f","118_3",2,"audioOnly",TRUE,TRUE,-0.136860512606701,24,23,9,11,30,23,"F",54
"3ef823f4","120_4",2,"audioOnly",TRUE,TRUE,0.806185676313356,20,20,7,12,22,21,"F",29
"e275aeba","144_1",2,"audioOnly",TRUE,TRUE,0.568552628336021,25,21,13,12,14,13,"M",38
"3948c259","120_4",2,"audioOnly",TRUE,TRUE,0.783477979135852,19,17,9,11,45,47,"M",31
"3cc50ca4","124_6",2,"audioOnly",TRUE,TRUE,-0.238093581106906,21,16,12,11,19,30,"F",23
"ea063c38","120_4",2,"audioOnly",TRUE,TRUE,0.7166389497717,21,23,3,12,43,65,"F",40
"9c3e42b6","124_6",2,"audioOnly",TRUE,FALSE,0.342186437022874,26,27,0,11,9,20,"F",39
"2f515f88","118_3",2,"audioOnly",TRUE,TRUE,0.520646500053306,15,22,24,11,33,57,"M",38
"b2fd487e","118_3",2,"audioOnly",TRUE,TRUE,0.571022270032547,18,17,9,11,43,37,"M",37
"75e48145","119_4",2,"audioOnly",TRUE,TRUE,-0.0652164763528137,22,27,8,12,44,57,"M",23
"1ed77c4a","144_1",2,"audioOnly",TRUE,TRUE,0.491459867343445,22,13,15,12,53,55,"M",30
"af6fb1ea","169_4",2,"audioOnly",TRUE,TRUE,0.933959497358268,18,20,8,14,31,49,"M",25
"65feb031","164_3",2,"audioOnly",TRUE,TRUE,-0.211915239983818,28,28,20,12,48,50,"M",30
"73e778f4","164_3",2,"audioOnly",TRUE,TRUE,-0.311829194486612,27,26,1,12,6,11,"F",37
"0c2bcf84","165_1",2,"audioOnly",TRUE,TRUE,0.771007309998764,24,24,9,11,28,57,"M",52
"42127556","120_4",2,"audioOnly",TRUE,TRUE,0.609499284806939,17,19,9,19,3,36,"F",28
"d8a7c574","118_3",2,"audioOnly",TRUE,TRUE,-0.0210482146487383,18,17,28,12,50,71,"M",37
"79509830","169_4",2,"audioOnly",TRUE,TRUE,0.755486573569468,25,21,10,12,44,53,"F",31
"2ddd4286","118_3",2,"audioOnly",TRUE,TRUE,0.192669411931686,21,20,6,12,32,26,"M",42
"0c65c7bf","169_4",2,"audioOnly",TRUE,TRUE,0.896817227993273,21,16,17,12,42,28,"F",46
"9e84da50","144_1",2,"audioOnly",TRUE,TRUE,0.455028819631772,25,20,10,5,27,41,"F",61
"f8c6550b","119_4",2,"audioOnly",TRUE,TRUE,0.375574640716024,20,28,0,12,4,4,"F",35
"0cb149b9","120_4",2,"audioOnly",TRUE,TRUE,0.628298935645725,28,28,5,12,59,63,"F",32
"1f3db907","164_3",2,"audioOnly",TRUE,TRUE,0.0612550601731244,24,18,27,11,43,40,"F",20
"05044512","118_3",2,"audioOnly",TRUE,TRUE,0.106616970715756,21,13,1,12,6,35,"F",70
"b1da1512","118_3",2,"audioOnly",TRUE,TRUE,-0.0885456384684113,19,12,16,14,50,52,"F",54
"03290201","165_1",2,"audioOnly",TRUE,TRUE,0.801446405390552,16,24,15,12,53,55,"F",45
"67631934","119_4",2,"audioOnly",TRUE,TRUE,-0.323553786909186,21,20,21,12,63,63,"M",34
"76394aaa","120_4",2,"audioOnly",TRUE,TRUE,0.616195341372184,25,22,0,14,12,15,"F",47
"04f29238","144_1",2,"audioOnly",TRUE,TRUE,0.448470547947773,19,15,10,14,39,40,"F",27
"d059d70d","144_1",2,"audioOnly",FALSE,TRUE,0.561390007660929,14,7,12,10,48,52,"M",34
"d7f7c7d1","120_4",2,"audioOnly",TRUE,TRUE,0.573011062528829,28,28,2,12,2,0,"F",34
"9b02d6f4","164_3",2,"audioOnly",FALSE,TRUE,0.0757255125223498,24,18,13,11,40,50,"F",23
"94db8331","164_3",2,"audioOnly",TRUE,TRUE,-0.698909286215299,21,19,4,10,11,23,"M",26
"d26076ae","164_3",2,"audioOnly",TRUE,TRUE,-0.235485729742688,22,17,20,11,40,47,"F",46
"96b19ae6","118_3",2,"audioOnly",TRUE,TRUE,0.617937493948089,0,16,10,10,55,67,"M",54
"ead4eb84","120_4",2,"audioOnly",TRUE,TRUE,0.758610050852521,19,25,4,12,65,58,"M",29
"cde81bf2","119_4",2,"audioOnly",TRUE,TRUE,-0.0632325398444703,22,23,4,10,22,19,"M",51
"f266dcd3","164_3",2,"audioOnly",TRUE,TRUE,-0.633617200239536,17,18,12,14,9,6,"M",30
"65193862","169_4",2,"audioOnly",TRUE,TRUE,0.896933567657488,24,22,1,20,4,8,"M",32
"024d3ff1","164_3",2,"audioOnly",TRUE,TRUE,0.0478222045436253,27,25,19,12,32,34,"F",58
"502c0fa8","124_6",2,"audioOnly",TRUE,TRUE,0.0586601086662724,19,12,22,12,19,50,"M",37
"b5d49fbf","165_1",2,"audioOnly",TRUE,TRUE,0.515873773124481,21,13,11,12,35,48,"M",52
"e13a0f94","169_4",2,"audioOnly",TRUE,TRUE,0.905109102974988,20,27,9,13,11,11,"F",35
"c987371e","144_1",2,"audioOnly",TRUE,TRUE,0.580856362453034,28,28,1,12,3,6,"F",55
"3b207e16","144_1",2,"audioOnly",TRUE,TRUE,0.685780695479968,14,18,14,6,39,43,"F",41
"946991ac","120_4",2,"audioOnly",TRUE,TRUE,0.732607151419577,25,24,14,12,27,35,"F",26
"4502f4d9","144_1",2,"audioOnly",TRUE,TRUE,0.581388627626403,23,17,9,17,46,24,"F",20
"b70c9219","118_3",2,"audioOnly",TRUE,TRUE,0.229587168338781,21,20,6,12,55,53,"M",21
"eb59ad8a","118_3",2,"audioOnly",TRUE,TRUE,0.0604731031522799,28,28,21,12,4,5,"F",45
"a06a8e55","118_3",2,"audioOnly",TRUE,TRUE,0.217668736448192,12,13,11,11,37,39,"M",28
"8e6d1b79","165_1",2,"audioOnly",TRUE,TRUE,0.744161608159183,26,18,1,12,30,40,"M",24
"f40b9fff","119_4",2,"audioOnly",TRUE,TRUE,0.0175774613955641,18,19,16,11,22,47,"M",35
"aa45ce97","165_1",2,"audioOnly",TRUE,TRUE,0.719956506769662,23,16,9,10,6,7,"F",37
"7e5590df","118_3",2,"audioOnly",TRUE,TRUE,0.409597502755916,21,21,19,12,50,54,"M",26
"a960e98c","124_6",2,"audioOnly",TRUE,TRUE,0.316583482644893,13,19,11,11,24,29,"M",22
"ee1bdf22","164_3",2,"audioOnly",TRUE,TRUE,-0.25579059199308,14,14,16,12,20,28,"M",31
"bdc93bdf","164_3",2,"audioOnly",TRUE,TRUE,-0.186070083169174,24,19,11,12,33,45,"F",42
"81ab3db0","144_1",2,"audioOnly",TRUE,TRUE,0.76909394775124,24,28,4,12,25,35,"M",27
"288360b1","144_1",2,"audioOnly",TRUE,TRUE,0.251969128554576,26,20,8,12,32,32,"M",33
"b6922eb3","118_3",2,"audioOnly",TRUE,TRUE,-0.0566709328787734,21,18,1,12,5,9,"M",46
"67067c60","118_3",2,"audioOnly",TRUE,TRUE,-0.109811769855012,27,28,11,12,59,66,"M",28
"59002488","144_1",2,"audioOnly",TRUE,TRUE,0.656926881117331,16,11,5,16,16,35,"M",41
"fe594899","119_4",2,"audioOnly",TRUE,TRUE,0.125849797856281,24,11,21,12,31,33,"M",53
"73c66aed","120_4",2,"audioOnly",TRUE,TRUE,0.793878537778192,21,21,4,10,14,41,"M",24
"ffa3442d","169_4",2,"audioOnly",TRUE,TRUE,0.655555359753524,27,26,19,12,30,21,"F",60
"3cc43e3a","169_4",2,"audioOnly",TRUE,TRUE,0.23873139263464,25,28,3,11,63,66,"F",34
"f452b20d","121_5",3,"videoOnly",NA,NA,-0.422049547599814,23,22,22,10,68,62,"F",22
"72349a54","153_3",3,"videoOnly",NA,NA,0.528411165305547,24,20,17,12,21,43,"F",36
"b38d5b49","116_5",3,"videoOnly",NA,NA,0.11304637819744,25,24,12,12,40,63,"M",25
"dc89084a","121_5",3,"videoOnly",NA,NA,-0.758478854274174,28,28,3,15,0,5,"F",43
"7411a245","173_4",3,"videoOnly",NA,NA,-0.642260952095605,14,13,18,15,54,63,"M",18
"0635b8fb","129_5",3,"videoOnly",NA,NA,-0.869475052671156,27,19,7,8,6,16,"M",42
"87ac0eaa","151_2",3,"videoOnly",NA,NA,0.882837318641028,25,21,11,12,39,63,"M",48
"38b73aae","181_4",3,"videoOnly",NA,NA,0.0338596571669822,12,13,8,9,26,15,"M",33
"064a309a","120_1",3,"videoOnly",NA,NA,0.297329064590309,28,21,12,14,34,40,"F",39
"45de46aa","124_3",3,"videoOnly",NA,NA,0.398845220528734,21,21,12,12,4,6,"M",39
"01313695","137_6",3,"videoOnly",NA,NA,-0.077356649512465,28,18,12,12,38,42,"F",42
"fb92ea54","174_2",3,"videoOnly",NA,NA,0.521134162883515,28,20,7,11,12,24,"F",46
"8194d337","121_5",3,"videoOnly",NA,NA,-0.357964535954934,20,17,7,12,15,24,"M",29
"301fcf0a","181_2",3,"videoOnly",NA,NA,0.611567714105748,20,24,6,12,15,15,"F",42
"aeb528c0","173_6",3,"videoOnly",NA,NA,0.630337100375039,24,28,4,12,32,28,"M",28
"0a66471b","137_6",3,"videoOnly",NA,NA,0.492023126866976,25,22,0,12,3,5,"M",30
"d264a4f6","181_2",3,"videoOnly",NA,NA,0.0450522388928737,21,17,5,14,3,14,"F",24
"95d1b534","170_2",3,"videoOnly",NA,NA,-0.292208863093869,13,20,6,13,28,36,"M",24
"c224f9a6","173_4",3,"videoOnly",NA,NA,-0.835166527703313,27,22,18,12,63,65,"M",33
"308b7f75","167_2",3,"videoOnly",NA,NA,-0.104082139152525,28,28,22,10,6,8,"F",36
"675885cb","151_2",3,"videoOnly",NA,NA,0.745221429672622,17,16,11,15,4,8,"M",24
"11805693","178_6",3,"videoOnly",NA,NA,-0.32337256241281,23,19,11,10,8,16,"M",63
"5046eb0a","120_1",3,"videoOnly",NA,NA,0.129108744176699,22,11,5,9,3,17,"F",37
"039ee76c","129_5",3,"videoOnly",NA,NA,-0.765516047689943,21,23,14,13,29,38,"F",36
"0b84d15e","161_3",3,"videoOnly",NA,NA,-0.343595668037113,28,28,14,12,63,44,"F",33
"73b586a9","174_3",3,"videoOnly",NA,NA,0.531021278820784,21,20,10,10,44,41,"F",32
"b6335f9b","151_2",3,"videoOnly",NA,NA,0.223340346132503,28,26,2,12,8,15,"M",26
"7d66737a","178_6",3,"videoOnly",NA,NA,-0.452132731848227,28,26,19,12,50,74,"F",24
"cbfce7ed","153_3",3,"videoOnly",NA,NA,0.327516813923832,18,20,9,9,28,55,"F",33
"89acd875","173_4",3,"videoOnly",NA,NA,-0.600713826934249,20,20,16,12,44,51,"M",47
"9ba31e4c","116_5",3,"videoOnly",NA,NA,0.00590188908328199,27,27,4,10,40,65,"F",27
"594b6d7f","181_4",3,"videoOnly",NA,NA,0.232973627654546,27,27,7,11,5,12,"M",35
"b7226578","170_2",3,"videoOnly",NA,NA,0.535600490558806,27,25,6,12,49,31,"F",29
"0f85e59e","120_1",3,"videoOnly",NA,NA,0.0397273188216174,13,6,24,10,50,55,"F",58
"16017909","124_3",3,"videoOnly",NA,NA,0.645922240404665,12,13,13,14,14,39,"F",42
"e0cb3965","120_1",3,"videoOnly",NA,NA,0.577966635856668,28,21,5,12,30,42,"M",40
"443e51bc","129_5",3,"videoOnly",NA,NA,-0.976645660714577,24,25,16,12,42,51,"M",28
"8d252810","174_3",3,"videoOnly",NA,NA,0.754732485677115,6,0,0,8,0,6,"F",40
"852214da","173_6",3,"videoOnly",NA,NA,0.181637842675639,22,6,19,12,23,34,"F",29
"22a4517b","116_5",3,"videoOnly",NA,NA,0.385014447780258,21,16,23,14,52,65,"F",25
"661c2c3d","135_3",3,"videoOnly",NA,NA,-0.349858548771831,9,12,3,12,22,41,"M",67
"1df54295","170_2",3,"videoOnly",NA,NA,-0.000621694731334668,24,20,13,12,9,30,"F",45
"fc1193f1","129_5",3,"videoOnly",NA,NA,-0.212070513495301,20,22,5,13,4,7,"M",26
"5cb6d34e","178_6",3,"videoOnly",NA,NA,0.0121530823706725,9,12,25,9,61,64,"M",40
"a930edea","120_1",3,"videoOnly",NA,NA,-0.189030847903892,22,26,12,10,22,31,"M",30
"8b4c95e1","153_3",3,"videoOnly",NA,NA,-0.319237373496177,8,16,8,11,61,33,"M",35
"908a8fcb","181_4",3,"videoOnly",NA,NA,0.175770825336717,28,28,6,12,52,60,"F",25
"02aeb27d","147_2",3,"videoOnly",NA,NA,-0.436416370943912,15,18,12,12,31,27,"M",27
"ca966692","181_4",3,"videoOnly",NA,NA,0.116091157320848,27,22,9,12,40,46,"M",33
"43089a32","171_1",3,"videoOnly",NA,NA,-0.351818156778374,17,21,17,12,13,36,"F",35
"37946b93","173_4",3,"videoOnly",NA,NA,-0.954636927358764,28,28,2,13,5,5,"F",25
"e6765d83","128_2",3,"videoOnly",NA,NA,-0.525363081880374,24,28,2,7,6,9,"F",39
"b443900b","174_2",3,"videoOnly",NA,NA,0.0594564916275959,18,27,14,12,60,49,NA,28
"1c09cd45","129_5",3,"videoOnly",NA,NA,-0.720681853694855,13,15,13,12,4,13,"M",24
"41d722ea","116_5",3,"videoOnly",NA,NA,-0.424220420913732,28,28,1,12,0,8,"M",24
"7968d3d9","137_6",3,"videoOnly",NA,NA,0.402856992303411,21,18,12,14,23,42,"F",48
"5e7e61e5","129_2",3,"videoOnly",NA,NA,-0.26434983797149,18,9,18,11,30,55,"M",26
"c0d1731d","167_2",3,"videoOnly",NA,NA,0.752326820943745,28,17,0,12,48,48,"F",37
"c64b7d2e","137_6",3,"videoOnly",NA,NA,-0.913640440659578,22,17,4,12,1,10,"F",30
"b4e6a03c","171_1",3,"videoOnly",NA,NA,0.0939775284964548,7,11,24,10,58,71,"M",22
"35f7c187","173_6",3,"videoOnly",NA,NA,-0.524554238070983,25,23,15,14,53,59,"F",25
"adc21a46","147_2",3,"videoOnly",NA,NA,0.379453041476384,24,20,12,13,24,24,"F",54
"6c56c1b8","151_2",3,"videoOnly",NA,NA,0.581229257027076,22,21,15,9,12,12,"F",43
"d208defe","137_6",3,"videoOnly",NA,NA,0.200581409839303,24,21,9,12,41,49,"M",30
"12b6c6f2","147_5",3,"videoOnly",NA,NA,-0.0720402997993527,26,20,7,12,7,12,"M",50
"32349691","174_2",3,"videoOnly",NA,NA,0.160810796463645,21,21,11,11,4,23,"F",41
"043d498b","129_5",3,"videoOnly",NA,NA,-0.0577009837198287,9,16,5,12,26,40,"F",58
"299700c6","167_2",3,"videoOnly",NA,NA,0.660044206921968,24,18,5,12,29,24,"F",32
"afebd33a","181_4",3,"videoOnly",NA,NA,0.141266953704335,28,16,11,12,43,17,"F",58
"a1e56f7e","181_2",3,"videoOnly",NA,NA,0.347448605136108,19,7,5,12,18,15,"M",24
"0c0ca170","135_3",3,"videoOnly",NA,NA,-0.687705117975283,25,22,20,12,24,35,"F",34
"6aa72f7f","129_2",3,"videoOnly",NA,NA,0.512486730588845,28,25,8,12,75,71,"F",27
"6679d22d","147_5",3,"videoOnly",NA,NA,-0.189369773735588,26,21,18,12,77,73,"M",38
"bd0260dc","153_3",3,"videoOnly",NA,NA,0.861236087979759,21,23,9,8,6,9,"F",31
"6793b5b1","147_2",3,"videoOnly",NA,NA,0.115725866832842,19,26,9,9,13,17,"F",26
"71851090","181_2",3,"videoOnly",NA,NA,0.621002674801549,16,17,10,14,9,40,"M",36
"4aea9ff7","124_3",3,"videoOnly",NA,NA,0.29481323779292,21,23,3,12,14,23,"F",31
"9be2441e","171_1",3,"videoOnly",NA,NA,-0.342491471608884,23,28,20,12,17,16,"F",38
"ca483851","181_2",3,"videoOnly",NA,NA,0.329481914078055,28,22,0,12,0,4,"F",39
"ef00961a","116_5",3,"videoOnly",NA,NA,0.112778791466597,18,19,15,12,39,36,"F",27
"7f39ee6e","129_5",3,"videoOnly",NA,NA,-0.83319659641739,28,17,13,12,29,35,"F",55
"fe0d5db7","129_5",3,"videoOnly",NA,NA,-0.972137845912606,26,19,5,14,16,27,"F",31
"9b5022ac","129_5",3,"videoOnly",NA,NA,0.569652866620751,23,21,10,12,4,9,"F",61
"72e4e86d","181_2",3,"videoOnly",NA,NA,0.488333122080736,27,27,18,11,48,45,"F",38
"982ee4ac","174_2",3,"videoOnly",NA,NA,0.475177035821983,25,19,14,14,20,26,"F",21
"ad4fe4c7","170_2",3,"videoOnly",NA,NA,0.169039412164779,14,7,17,12,19,36,"M",51
"f84f2ad2","147_5",3,"videoOnly",NA,NA,-0.210676023054868,28,13,4,12,47,20,"F",29
"862001fc","128_2",3,"videoOnly",NA,NA,0.49185587587615,18,14,10,13,7,10,"F",32
"a1d29bbd","173_6",3,"videoOnly",NA,NA,0.850846769306494,24,27,12,9,53,64,"M",29
"a4d1942d","170_2",3,"videoOnly",NA,NA,-0.185629078242962,18,24,0,12,0,8,"M",48
"2bdae298","153_3",3,"videoOnly",NA,NA,0.372512416155289,28,25,7,10,20,17,"F",54
"df7416f9","121_5",3,"videoOnly",NA,NA,0.0232755084370202,23,20,19,12,17,21,"M",24
"63d12839","129_5",3,"videoOnly",NA,NA,0.173971854995568,24,21,6,14,17,14,"M",36
"fedf6d9e","181_2",3,"videoOnly",NA,NA,0.674836100210561,28,24,23,13,30,49,"F",50
"e8d0c8db","147_2",3,"videoOnly",NA,NA,0.177705249862502,27,12,8,12,58,54,"F",39
"362e0088","161_3",3,"videoOnly",NA,NA,0.172327237333445,24,26,6,12,58,73,"F",39
"5a7fcb50","124_3",3,"videoOnly",NA,NA,0.578602522699104,19,20,3,12,12,17,"M",23
"659a710c","170_2",3,"videoOnly",NA,NA,0.350464597278113,25,20,10,11,57,55,"M",21
"53b74c8e","174_3",3,"videoOnly",NA,NA,0.592843265575818,28,15,15,15,59,62,"F",28
"111e29ff","173_6",3,"videoOnly",NA,NA,-0.0321477963875978,20,19,11,11,8,29,"F",26
"cfa3ae59","124_3",3,"videoOnly",NA,NA,0.648890757876124,25,28,0,12,0,7,"F",41
"1caadf3c","174_2",3,"videoOnly",NA,NA,0.78407180371536,18,19,15,12,20,32,NA,58
"ce426d19","167_2",3,"videoOnly",NA,NA,0.540158560387889,24,24,5,12,2,8,"F",31
"917c1ecc","167_2",3,"videoOnly",NA,NA,0.774203235916745,20,19,14,13,28,28,"M",44
"acab6556","147_5",3,"videoOnly",NA,NA,0.161384508813459,21,10,10,12,22,20,"M",35
"67371182","147_5",3,"videoOnly",NA,NA,-0.0138915074061869,22,18,7,9,14,14,"M",57
"09661926","137_6",3,"videoOnly",NA,NA,-0.594074334298304,19,26,9,12,57,55,"M",35
"9fd3c89c","174_2",3,"videoOnly",NA,NA,0.572912953963147,14,13,1,9,0,7,"F",30
"79ea0a5c","147_5",3,"videoOnly",NA,NA,0.0322395737985643,24,8,27,12,10,15,"F",42
"8536b46b","173_4",3,"videoOnly",NA,NA,-0.657641068558209,14,20,10,8,22,51,"M",21
"7d89d2be","153_3",3,"videoOnly",NA,NA,0.0716428721141141,23,9,18,11,24,26,"F",37
