"participantID","videoID","order","condition","accuracy","IRI_EC","IRI_PT","IRI_PD","gender","age"
"2ba7fa26","HID127_vid4",2,"audioOnly",-0.849598628030563,17,21,11,"M",31
"9b77ba61","HID119_vid5",2,"audioOnly",-0.19174710574128,12,24,15,"M",27
"eacd771c","HID127_vid4",2,"audioOnly",-0.36096540149441,23,20,3,"F",41
"0247e7dd","HID53_vid2",2,NA,NA,28,20,0,"F",40
"e332c178","HID127_vid4",2,NA,NA,13,15,12,"F",29
"22ac1ea1","HID119_vid5",2,NA,NA,12,13,15,"F",21
"728f6231","HID119_vid5",2,"audioOnly",-0.189974428435877,24,19,16,"F",22
"2f381950","HID119_vid5",2,"audioOnly",-0.450283324780387,1,0,0,"M",35
"24c11a53","HID127_vid4",2,"audioOnly",0.321023476604206,15,25,9,"M",52
"22a6f949","HID114_vid4",3,NA,NA,16,18,12,"M",22
"c6b13398","HID112_vid4",3,NA,NA,0,14,0,"M",38
"541494f4","HID112_vid4",3,"both",-0.498105614722898,28,23,14,"M",28
"7d9d571c","HID114_vid4",3,"both",0.238465298177831,26,13,0,"F",52
"cd3aa500","HID114_vid4",3,"both",0.183351294195903,21,23,9,"M",32
"7a928c6e","HID107_vid4",3,NA,NA,16,15,14,"M",36
"413b2af6","HID107_vid4",3,NA,NA,16,11,11,"M",28
"8ccee626","HID114_vid4",3,"both",0.586237790923772,25,24,7,"M",26
"d7871237","HID112_vid4",3,"both",-0.455799974789379,19,19,3,"M",45
"6ef6615b","HID112_vid4",3,NA,NA,16,26,6,"M",22
"0fef6d85","HID114_vid4",3,NA,NA,23,22,5,"M",38
"bfafaf81","HID107_vid4",3,"both",0.617574570174802,28,11,16,"F",38
"5146a4da","HID114_vid4",3,NA,NA,22,18,11,"M",30
"bafb206b","HID114_vid4",3,NA,NA,20,21,14,"M",48
"209261bc","HID107_vid4",3,"both",-0.0886350683549824,22,21,9,"M",49
"6aafde3c","HID107_vid4",3,"both",0.274040958461347,14,20,4,"M",24
"81d0338d","HID112_vid4",3,"both",-0.272028717954316,28,28,0,"M",34
"bf8bbc0b","HID107_vid4",3,"both",0.124579768152593,28,28,12,"F",40
"0d520fdc","HID107_vid4",3,NA,NA,11,13,13,"M",23
"51411933","HID107_vid4",3,"both",-0.535290572770975,24,24,4,"M",31
"88ac2022","HID112_vid4",3,"both",-0.495790623223197,28,28,17,"M",25
"d0fa54d1","HID107_vid4",3,"both",0.601357280186091,7,17,7,"M",30
"7c322b43","HID107_vid4",3,NA,NA,20,22,0,"F",36
"4cf25609","HID107_vid4",3,"both",0.230419298281847,20,17,17,"F",27
"cd1ad467","HID114_vid4",3,NA,NA,28,28,0,"M",27
"27225aa8","HID107_vid4",3,"both",-0.0832603271990974,22,20,23,"M",25
"a0863083","HID107_vid4",3,"both",0.429051741766008,12,18,5,"M",29
"28d84a76","HID114_vid4",3,"both",-0.0863666353177191,19,16,6,"M",30
"3531e364","HID112_vid4",3,"both",-0.660632410782795,23,20,20,"F",28
"e770789b","HID114_vid4",3,"both",0.707621927655515,23,17,16,"F",26
"2acf8a40","HID114_vid4",3,"both",0.570333597104652,19,21,2,"M",38
"dc735050","HID107_vid4",3,"both",0.382112583847991,25,16,15,"M",39
"568926a2","HID114_vid4",3,NA,NA,20,20,21,"F",20
"7a099c94","HID107_vid4",3,"both",0.380389367482655,19,22,5,"M",34
"9e2e6e80","HID107_vid4",3,"both",0.148066155941334,28,24,4,"M",42
"e3ac9612","HID114_vid4",3,"both",0.516793017061851,24,23,6,"M",39
"f4961b63","HID112_vid4",3,"both",-0.270880904866789,17,23,7,"M",64
"b3785a66","HID112_vid4",3,NA,NA,15,13,12,"M",24
"dd3dad4d","HID114_vid4",3,"both",0.348337001440826,26,18,2,"M",52
"bfe28db2","HID107_vid4",3,"both",0.12619609593873,26,26,10,"F",29
"94c0a203","HID114_vid4",3,"both",0.0947275802732074,22,19,21,"F",24
"99013242","HID107_vid4",3,"both",0.2977214048924,21,24,26,"M",34
"29cdd9f5","HID112_vid4",3,NA,NA,25,19,1,"M",217
"c929c27a","HID107_vid4",3,NA,NA,28,8,28,"F",37
"1ebd1611","HID107_vid4",3,"both",-0.153849613136112,17,16,16,"M",37
"99951d28","HID107_vid4",3,"both",0.68150640895232,28,28,14,"M",41
"b17092b4","HID107_vid4",3,NA,NA,14,17,18,"M",30
"ffb759ab","HID112_vid4",3,"both",0.556259752566993,19,21,9,"M",39
"e5f266aa","HID114_vid4",3,"both",-0.339806407639177,25,28,8,"M",29
"7ac0a78e","HID107_vid4",3,"both",0.492336700204959,23,22,26,"F",36
"43fe99d7","HID107_vid4",3,NA,NA,18,10,4,"M",33
"653f3c0a","HID107_vid4",3,"both",-0.722150214462977,19,18,14,"M",23
"8a0cf46d","HID107_vid4",3,NA,NA,25,21,12,"F",27
"ea373622","HID112_vid4",3,"both",0.0628059306321415,6,12,2,"M",32
"27fd140c","HID112_vid4",3,"both",-0.0640228201569733,26,20,21,"F",24
"d2a87194","HID114_vid4",3,"both",0.220860483408507,28,28,21,"F",21
"b1685b43","HID114_vid4",3,"both",0.379627709987599,22,25,3,"F",53
"f438f289","HID107_vid4",3,"both",0.700548726173769,3,18,0,"M",29
"d7c10633","HID112_vid4",3,"both",0.380961002794206,26,25,8,"F",19
"34f2a92f","HID114_vid4",3,NA,NA,17,19,17,"M",36
"3ec80444","HID114_vid4",3,"both",0.619925355172308,25,22,1,"F",36
"99084ac3","HID114_vid4",3,"both",0.53872362643514,26,26,12,"F",38
"8a81d537","HID112_vid4",3,"both",-0.0363417826214008,24,23,23,"M",30
"5bca06cc","HID107_vid4",3,NA,NA,1,20,0,"M",22
"5f2e05f9","HID112_vid4",3,"both",-0.274923043023493,24,28,2,"M",59
"2a6737f3","HID107_vid4",3,NA,NA,12,14,9,"M",29
"ab6f4e48","HID114_vid4",3,NA,NA,15,19,14,"M",19
"8a8cc89d","HID112_vid4",3,"both",-0.329319094746604,26,13,10,"F",31
"6391ac76","HID117_vid4",3,"both",0.216816737522359,12,20,0,"M",36
"ed5e6b29","HID101_vid2",3,"both",-0.619299316522697,21,20,22,"F",36
"7bf71250","HID117_vid4",3,"both",0.537121135912629,14,14,14,"F",25
"69a3ebe6","HID120_vid8",3,"both",0.875574325419665,19,23,6,"M",23
"74bed593","HID120_vid8",3,NA,NA,22,11,11,"M",39
"d585580f","HID101_vid2",3,"both",-0.34355747958415,21,20,22,"M",27
"b17ac6c6","HID101_vid2",3,"both",-0.115017096514866,15,20,6,"M",31
"4c5528cb","HID101_vid2",3,"both",0.370709541396927,15,24,5,"F",21
"f2ef6fa8","HID101_vid2",3,"both",0.241831710002214,24,24,16,"M",35
"e3db2aea","HID120_vid8",3,"both",0.869421271436737,10,19,20,"F",34
"1903464d","HID117_vid4",3,"both",0.279529227325539,10,19,14,"F",25
"938b8dc4","HID101_vid2",3,NA,NA,13,15,11,"M",22
"ecbd01ae","HID101_vid2",3,"both",0.459096700292789,18,21,5,"M",34
"e61cc3b6","HID117_vid4",3,NA,NA,19,19,12,"F",23
"6271e70f","HID101_vid2",3,"both",-0.320965745423224,26,27,5,"F",27
"2705bf5b","HID120_vid8",3,"both",0.654070872810223,21,25,14,"F",21
"1615c04f","HID120_vid8",3,NA,NA,13,12,15,"M",38
"d049e5b2","HID120_vid8",3,"both",0.524046938977731,1,24,0,"M",28
"380872f4","HID120_vid8",3,NA,NA,26,28,9,"F",27
"d9a1dbda","HID117_vid4",3,NA,NA,13,12,14,"M",58
"4621e208","HID117_vid4",3,NA,NA,20,16,14,"M",32
"6940b02e","HID117_vid4",3,"both",-0.111998352595372,21,21,6,"M",40
"8e3576dc","HID101_vid2",3,NA,NA,13,15,17,"M",58
"305b63ff","HID120_vid8",3,"both",0.375216949789465,19,21,19,"F",20
"5cce9193","HID101_vid2",3,NA,NA,15,12,20,"F",26
"3134c82c","HID117_vid4",3,NA,NA,11,13,24,"M",35
"a930edea","HID117_vid4",3,"both",0.605926442073926,20,27,15,"M",30
"951bf361","HID117_vid4",3,"both",0.516800889660241,20,15,2,"M",41
"12dc76c0","HID117_vid4",3,NA,NA,13,18,18,"F",37
"e4fefb1d","HID120_vid8",3,NA,NA,13,15,14,"M",32
"0fb3f9a6","HID120_vid8",3,"both",0.723627883715062,19,27,2,"M",39
"92fda9dc","HID101_vid2",3,"both",-0.646558757929921,14,16,13,"M",32
"6231b4c1","HID117_vid4",3,NA,NA,19,14,16,"F",27
"5456a6f3","HID117_vid4",3,NA,NA,25,13,15,"M",35
"73ec1029","HID117_vid4",3,"both",0.635810374371438,5,6,7,"M",36
"2051b525","HID101_vid2",3,"both",-0.570429676194624,28,28,0,"M",27
"743d1796","HID120_vid8",3,NA,NA,17,17,16,"M",29
"7eb4c0a8","HID117_vid4",3,"both",0.157836855949417,25,9,9,"M",46
"7e1d2a38","HID117_vid4",3,NA,NA,14,18,20,"M",27
"97e10989","HID117_vid4",3,"both",0.57814636741018,15,20,20,"F",29
"de11926c","HID120_vid8",3,NA,NA,28,28,2,"M",24
"68bc3e3d","HID120_vid8",3,NA,NA,14,18,20,"F",26
"b48ff8a7","HID120_vid8",3,NA,NA,14,20,20,"M",27
"51990a60","HID120_vid8",3,NA,NA,0,11,3,"M",20
"314f4c01","HID120_vid8",3,NA,NA,14,20,17,"M",27
"8ed4687a","HID101_vid2",3,"both",-0.685060317088309,14,24,10,"M",19
"1360931e","HID117_vid4",3,NA,NA,14,18,18,"M",22
"148bd818","HID120_vid8",3,"both",0.698475007797723,18,17,18,"F",40
"d6681b24","HID117_vid4",3,NA,NA,18,19,18,"M",27
"709f9b25","HID120_vid8",3,"both",0.815340636190397,25,23,16,"M",28
"d9303e94","HID117_vid4",3,NA,NA,11,9,12,"M",22
"69f2ab8c","HID117_vid4",3,NA,NA,22,23,13,"M",32
"8e2ee6f3","HID119_vid5",3,NA,NA,14,14,14,"F",31
"c1cbf830","HID119_vid5",3,"both",0.250121212762693,13,21,9,"M",29
"1f22fa40","HID127_vid4",3,"both",0.0989243431861779,17,13,13,"M",26
"d12a1a41","HID127_vid4",3,"both",-0.408494250976244,16,12,12,"F",24
"1e092585","HID127_vid4",3,"both",0.000992608418082183,0,26,0,"M",29
"455976dc","HID119_vid5",3,"both",0.309483333190836,21,19,21,"M",21
"6de00aa4","HID127_vid4",3,NA,NA,17,15,12,"M",38
"a7cf628a","HID119_vid5",3,"both",-0.0957873367793777,20,17,9,"M",34
"f23f671b","HID119_vid5",3,"both",0.0935165626178903,26,23,10,"F",39
"4b0cd795","HID127_vid4",3,NA,NA,28,28,28,"F",47
"7a5ac630","HID53_vid2",3,"both",0.571964260638703,18,16,0,"M",50
"5358df21","HID127_vid4",3,NA,NA,16,13,16,"F",36
"90d6728c","HID127_vid4",3,"both",0.192200658279171,0,12,3,"M",35
"3333d1b3","HID53_vid2",3,"both",0.432626099676359,26,23,13,"F",36
"4b17e227","HID119_vid5",3,"both",0.132023199837172,20,24,20,"F",20
"86e12a93","HID53_vid2",3,"both",-0.477959666586268,21,28,8,"M",33
"bbeffde9","HID127_vid4",3,"both",0.0150883228654663,23,15,6,"M",54
"f2660f29","HID127_vid4",3,"both",0.557905665240114,20,21,11,"M",26
"d26f78a0","HID53_vid2",3,NA,NA,23,9,20,"F",29
"77576a14","HID119_vid5",3,NA,NA,26,26,6,"F",35
"e8458214","HID53_vid2",3,"both",-0.1505092751119,24,23,0,"M",71
"c5538b48","HID127_vid4",3,"both",0.455914108016697,28,28,0,"M",32
"7e5590df","HID119_vid5",3,"both",0.382469483629727,21,21,17,"M",26
"cd2307c1","HID127_vid4",3,NA,NA,15,15,13,"M",28
"8eb969b5","HID119_vid5",3,NA,NA,14,11,15,"M",29
"7151b148","HID53_vid2",3,"both",0.690503799193666,25,28,4,"M",35
"76ce2593","HID127_vid4",3,NA,NA,14,14,19,"M",30
"0f320ecb","HID127_vid4",3,"both",0.000527963106252754,12,20,11,"F",26
"078a1f58","HID127_vid4",3,"both",0.106729202442411,21,28,8,"F",24
"16b43572","HID119_vid5",3,"both",-0.32391952345868,19,22,21,"F",36
"add79466","HID53_vid2",3,"both",0.87440428222882,19,28,7,"M",38
"478ff302","HID119_vid5",3,"both",-0.052185342694726,22,22,7,"M",28
"0c105b0d","HID53_vid2",3,"both",0.35116846206092,3,4,10,"F",49
"f97f70d5","HID127_vid4",3,NA,NA,25,15,6,"M",36
"ad0b8869","HID127_vid4",3,"both",0.596930258830907,23,28,12,"F",35
"c78ae839","HID127_vid4",3,"both",0.289566907758884,25,24,10,"M",41
"94732362","HID119_vid5",3,"both",0.140510987532813,25,25,8,"M",32
"34547b55","HID119_vid5",3,"both",-0.218259569951027,28,28,5,"F",30
"d7f7c7d1","HID119_vid5",3,NA,NA,25,28,4,"F",34
"2e29cafe","HID53_vid2",3,"both",0.520658549427628,26,17,12,"F",45
"43605646","HID119_vid5",3,"both",0.360331566518601,16,14,2,"M",45
"2ba7fa26","HID119_vid5",3,NA,NA,17,21,11,"M",31
"9b77ba61","HID127_vid4",3,"both",-0.40969127123399,12,24,15,"M",27
"eacd771c","HID53_vid2",3,"both",0.628579610026936,23,20,3,"F",41
"0247e7dd","HID119_vid5",3,NA,NA,28,20,0,"F",40
"e332c178","HID53_vid2",3,NA,NA,13,15,12,"F",29
"22ac1ea1","HID53_vid2",3,"both",0.635923786039449,12,13,15,"F",21
"728f6231","HID53_vid2",3,"both",0.344615901970305,24,19,16,"F",22
"2f381950","HID127_vid4",3,"both",0.633197473050972,1,0,0,"M",35
"24c11a53","HID119_vid5",3,"both",0.616510517933014,15,25,9,"M",52
