"time","rating","videoID"
70,62.975,"HID114_vid4"
72,66.75,"HID114_vid4"
74,67.5,"HID114_vid4"
76,59.8,"HID114_vid4"
78,60.25,"HID114_vid4"
80,59.775,"HID114_vid4"
82,63.2,"HID114_vid4"
84,66,"HID114_vid4"
86,66.5,"HID114_vid4"
88,67,"HID114_vid4"
90,66.525,"HID114_vid4"
92,60.525,"HID114_vid4"
94,58,"HID114_vid4"
96,58.25,"HID114_vid4"
98,66.425,"HID114_vid4"
100,72.225,"HID114_vid4"
102,77,"HID114_vid4"
104,82.475,"HID114_vid4"
106,85.25,"HID114_vid4"
108,87.75,"HID114_vid4"
110,89,"HID114_vid4"
112,84.35,"HID114_vid4"
114,75.3,"HID114_vid4"
116,71.25,"HID114_vid4"
118,72,"HID114_vid4"
120,70.325,"HID114_vid4"
122,63.25,"HID114_vid4"
124,63.5,"HID114_vid4"
126,64,"HID114_vid4"
128,65.95,"HID114_vid4"
130,81.05,"HID114_vid4"
132,89.225,"HID114_vid4"
134,91,"HID114_vid4"
136,91,"HID114_vid4"
138,91,"HID114_vid4"
140,90.525,"HID114_vid4"
142,88.725,"HID114_vid4"
144,87.55,"HID114_vid4"
146,85,"HID114_vid4"
148,85,"HID114_vid4"
150,84.025,"HID114_vid4"
152,76.325,"HID114_vid4"
154,77.25,"HID114_vid4"
156,71.1,"HID114_vid4"
158,61.075,"HID114_vid4"
160,73.6,"HID114_vid4"
162,77.5,"HID114_vid4"
164,68.475,"HID114_vid4"
166,57.1,"HID114_vid4"
2,50,"HID117_vid4"
4,53.45,"HID117_vid4"
6,58.75,"HID117_vid4"
8,62.875,"HID117_vid4"
10,71.25,"HID117_vid4"
12,65.025,"HID117_vid4"
14,58.525,"HID117_vid4"
16,58,"HID117_vid4"
18,59,"HID117_vid4"
20,61,"HID117_vid4"
22,59.725,"HID117_vid4"
24,73.375,"HID117_vid4"
26,90.525,"HID117_vid4"
28,92.725,"HID117_vid4"
30,90.825,"HID117_vid4"
32,90.475,"HID117_vid4"
34,88.775,"HID117_vid4"
36,88,"HID117_vid4"
38,88.725,"HID117_vid4"
40,95.475,"HID117_vid4"
42,90.05,"HID117_vid4"
44,87,"HID117_vid4"
46,90.7,"HID117_vid4"
48,96.7,"HID117_vid4"
50,100,"HID117_vid4"
52,100,"HID117_vid4"
54,96.55,"HID117_vid4"
56,97.225,"HID117_vid4"
58,97,"HID117_vid4"
60,97,"HID117_vid4"
62,97,"HID117_vid4"
64,97,"HID117_vid4"
66,97,"HID117_vid4"
68,97,"HID117_vid4"
70,97,"HID117_vid4"
72,94.05,"HID117_vid4"
74,89.8,"HID117_vid4"
76,86,"HID117_vid4"
78,88.975,"HID117_vid4"
80,96.15,"HID117_vid4"
82,98.525,"HID117_vid4"
84,95.5,"HID117_vid4"
86,95,"HID117_vid4"
88,96.25,"HID117_vid4"
90,97.5,"HID117_vid4"
92,97.75,"HID117_vid4"
94,97,"HID117_vid4"
96,97.5,"HID117_vid4"
98,98,"HID117_vid4"
100,98,"HID117_vid4"
102,98,"HID117_vid4"
104,98,"HID117_vid4"
106,98,"HID117_vid4"
108,98,"HID117_vid4"
110,98,"HID117_vid4"
112,98,"HID117_vid4"
114,98,"HID117_vid4"
116,98,"HID117_vid4"
118,98,"HID117_vid4"
120,98,"HID117_vid4"
122,98,"HID117_vid4"
2,50,"HID119_vid5"
4,50,"HID119_vid5"
6,51.425,"HID119_vid5"
8,59.7,"HID119_vid5"
10,60,"HID119_vid5"
12,60,"HID119_vid5"
14,60,"HID119_vid5"
