"condition","videoID","time","rating","N","sd"
"both","053v2",60,37.9,25,13.552559721322
"both","053v2",62,40.26,25,13.7529315056827
"both","053v2",64,43.19,25,14.3316883746008
"both","053v2",66,44.54,25,14.9017057189214
"both","053v2",68,46.52,25,15.880399344265
"both","053v2",70,47.31,25,17.0978007845064
"both","053v2",72,51.08,25,15.2753750635895
"both","053v2",74,50.81,25,15.3340036085383
"both","053v2",76,51.75,25,13.5615879109589
"both","053v2",78,53.5,25,11.627463896597
"both","053v2",80,53.86,25,11.3699805775267
"both","053v2",82,54.15,25,11.2460641263214
"both","053v2",84,53.71,25,11.7004006341663
"both","053v2",86,53.62,25,11.9502266366235
"both","053v2",88,53.36,25,12.0554448279605
"both","053v2",90,53.93,25,12.2732602297298
"both","053v2",92,55.24,25,12.7157382797854
"both","053v2",94,55.33,25,13.3128853621845
"both","053v2",96,56.8,25,14.3510670334996
"both","053v2",98,57.97,25,15.692407930801
"both","053v2",100,57.65,25,16.47172451
"both","053v2",102,58.48,25,16.2528715411565
"both","053v2",104,58.84,25,16.1880035314221
"both","053v2",106,59.38,25,16.3913912872987
"both","053v2",108,59.69,25,16.7477112864216
"both","053v2",110,59.52,25,16.6962633045042
"both","053v2",112,59.32,25,16.4778133662611
"both","053v2",114,58.84,25,16.7945427644419
"both","053v2",116,58.57,25,16.8363013060074
"both","053v2",118,58.6,25,16.6519205599034
"both","053v2",120,58.15,25,16.6359612987448
"both","053v2",122,57.32,25,16.7531899947443
"both","053v2",124,56.91,25,16.9205988861703
"both","053v2",126,57.78,25,17.4774139963554
"both","053v2",128,65.11,25,17.3811559838042
"both","053v2",130,67.41,25,16.9959983035223
"both","053v2",132,68.71,25,16.7558571848772
"both","053v2",134,69.79,25,16.7591206511559
"both","053v2",136,70.42,25,16.2165874441367
"both","053v2",138,71.29,25,13.9604500882553
"both","053v2",140,72.25,25,11.9711023580398
"both","053v2",142,72.82,25,11.8089214156078
"both","053v2",144,73.44,25,11.9234275692856
"both","053v2",146,74.04,25,12.3042336887214
"both","053v2",148,74.41,25,12.3907475561404
"both","053v2",150,74.74,25,12.5182117333108
"both","053v2",152,74.66,25,12.4201365397755
"both","053v2",154,74.49,25,12.6952418908293
"both","053v2",156,74.36,25,13.0844771262235
"both","053v2",158,74.63,25,13.2592577720876
"both","053v2",160,76.67,25,14.3008449633812
"both","053v2",162,78.2,25,14.9028101376888
"both","053v2",164,79.13,25,14.7417208402999
"both","053v2",166,79.4,25,14.3283663874614
"both","053v2",168,79.77,25,14.1834924589585
"videoOnly","053v2",2,49.9891304347826,23,0.0521286035142687
"videoOnly","053v2",4,49.9347826086956,23,0.321726444574175
"videoOnly","053v2",6,49.7934782608696,23,2.0527865954171
"videoOnly","053v2",8,49.7173913043478,23,5.22358307659625
"videoOnly","053v2",10,49.6630434782609,23,6.34232208320538
"videoOnly","053v2",12,50.304347826087,23,6.77937904510097
"videoOnly","053v2",14,50.5652173913044,23,6.87271341780815
"videoOnly","053v2",16,50.5869565217391,23,7.11616625258203
"videoOnly","053v2",18,48.7826086956522,23,8.63933405335015
"videoOnly","053v2",20,47.1630434782609,23,9.38041016489471
"videoOnly","053v2",22,44.5326086956522,23,9.816007435627
"videoOnly","053v2",24,45.5652173913044,23,10.9456865184274
"videoOnly","053v2",26,45.304347826087,23,11.4398020588752
"videoOnly","053v2",28,45.3369565217391,23,11.2962706777634
"videoOnly","053v2",30,44.695652173913,23,11.26765193983
"videoOnly","053v2",32,43.9130434782609,23,11.5946227484917
"videoOnly","053v2",34,44.2173913043478,23,12.2280193212858
"videoOnly","053v2",36,44.4782608695652,23,12.2283930603307
"videoOnly","053v2",38,46.054347826087,23,12.5274599566084
"videoOnly","053v2",40,44.8478260869565,23,12.4400240998458
"videoOnly","053v2",42,42.4021739130435,23,12.5801383705794
"videoOnly","053v2",44,39.7065217391304,23,12.5950143847389
"videoOnly","053v2",46,39.7391304347826,23,11.874456509302
"videoOnly","053v2",48,40,23,11.9356703738302
"videoOnly","053v2",50,39.8804347826087,23,11.6650384709886
"videoOnly","053v2",52,40.4239130434783,23,11.4476165598427
"videoOnly","053v2",54,41.6304347826087,23,12.4158232906316
"videoOnly","053v2",56,40.9782608695652,23,12.404158266182
"videoOnly","053v2",58,39.4891304347826,23,12.4040586880569
"videoOnly","053v2",60,38.7391304347826,23,11.2402680787521
"videoOnly","053v2",62,36.9347826086956,23,12.413614545609
"videoOnly","053v2",64,36.75,23,11.7320946746327
"videoOnly","053v2",66,37.9891304347826,23,11.055510313884
"videoOnly","053v2",68,39.554347826087,23,11.3006326556955
"videoOnly","053v2",70,42.695652173913,23,10.6749378648764
"videoOnly","053v2",72,45.3369565217391,23,12.1626310830206
"videoOnly","053v2",74,45.6521739130435,23,12.34879896866
"videoOnly","053v2",76,44.695652173913,23,11.4154392365965
"videoOnly","053v2",78,43.1413043478261,23,11.6791447010736
"videoOnly","053v2",80,42.3804347826087,23,11.1449309628193
"videoOnly","053v2",82,41.9891304347826,23,11.1463605609607
"videoOnly","053v2",84,41.3260869565217,23,11.146859214852
"videoOnly","053v2",86,40.9673913043478,23,11.1509030280028
"videoOnly","053v2",88,40.2065217391304,23,10.9587688462028
"videoOnly","053v2",90,40.5,23,10.6100831116615
"videoOnly","053v2",92,45.1413043478261,23,12.8767818905854
"videoOnly","053v2",94,47.6413043478261,23,14.8601102113703
"videoOnly","053v2",96,47.7608695652174,23,16.9378003597772
"videoOnly","053v2",98,50.1413043478261,23,19.9538994376237
"videoOnly","053v2",100,50,23,19.5714019101155
"videoOnly","053v2",102,50.1086956521739,23,19.3823411439729
"videoOnly","053v2",104,48.1739130434783,23,18.7358180885341
"videoOnly","053v2",106,46.7065217391304,23,18.1556797045331
"videoOnly","053v2",108,46.195652173913,23,17.4575713780289
"videoOnly","053v2",110,44.4673913043478,23,15.5262432432644
"videoOnly","053v2",112,42.7826086956522,23,16.4788611746276
"videoOnly","053v2",114,43.2282608695652,23,17.4037798016235
"videoOnly","053v2",116,45.6413043478261,23,19.8002562665574
"videoOnly","053v2",118,48.2826086956522,23,21.7449451215661
"videoOnly","053v2",120,48.2608695652174,23,21.5809098959418
"videoOnly","053v2",122,48.6630434782609,23,22.3200644416597
"videoOnly","053v2",124,48.7065217391304,23,21.7020961720491
"videoOnly","053v2",126,51.3369565217391,23,22.3765056242607
"videoOnly","053v2",128,56.5760869565217,23,23.5422051834824
"videoOnly","053v2",130,58.7608695652174,23,21.5114237965538
"videoOnly","053v2",132,58.4673913043478,23,20.6691063309892
"videoOnly","053v2",134,58.9239130434783,23,19.4283992554317
"videoOnly","053v2",136,57.8369565217391,23,18.1506650103021
"videoOnly","053v2",138,57.5652173913044,23,17.758195513766
"videoOnly","053v2",140,56.4565217391304,23,17.6441549963039
"videoOnly","053v2",142,55.5869565217391,23,16.0396541095053
"videoOnly","053v2",144,54.7608695652174,23,15.2625652892784
"videoOnly","053v2",146,53.5108695652174,23,15.4242058622872
"videoOnly","053v2",148,52.3478260869565,23,15.5038006942936
"videoOnly","053v2",150,50.8152173913044,23,15.3499365913897
"videoOnly","053v2",152,49.2826086956522,23,15.6784638676438
"videoOnly","053v2",154,49.195652173913,23,16.0496312124402
"videoOnly","053v2",156,49.5108695652174,23,15.8053641392131
"videoOnly","053v2",158,49.4782608695652,23,15.4272326075954
"videoOnly","053v2",160,49.304347826087,23,13.8950932562826
"videoOnly","053v2",162,49.1521739130435,23,13.2722238859006
"videoOnly","053v2",164,47.8695652173913,23,13.2964173159064
"videoOnly","053v2",166,48.4782608695652,23,13.6385801887593
"videoOnly","053v2",168,48.5978260869565,23,13.4027937917035
"audioOnly","101v2",2,49.8152173913044,23,0.886186259742567
"audioOnly","101v2",4,49.7282608695652,23,0.593109312122548
"audioOnly","101v2",6,48.8260869565217,23,2.5710746588121
"audioOnly","101v2",8,47.7282608695652,23,6.0004322966796
"audioOnly","101v2",10,47.8478260869565,23,5.9024932763596
"audioOnly","101v2",12,46.7173913043478,23,7.7152094282488
"audioOnly","101v2",14,46.945652173913,23,7.93437448189662
"audioOnly","101v2",16,47.8260869565217,23,7.65982538320462
"audioOnly","101v2",18,47.3369565217391,23,7.79590827105803
"audioOnly","101v2",20,46.6739130434783,23,9.52372479611286
"audioOnly","101v2",22,46.6521739130435,23,10.1535761530434
"audioOnly","101v2",24,45.9130434782609,23,10.9302043708676
"audioOnly","101v2",26,45.7717391304348,23,11.0041090061741
"audioOnly","101v2",28,46.4021739130435,23,10.9598282818838
"audioOnly","101v2",30,46.2391304347826,23,11.1190556797547
"audioOnly","101v2",32,47.2065217391304,23,11.2448604860967
"audioOnly","101v2",34,46.7826086956522,23,10.8442759167269
"audioOnly","101v2",36,46.0434782608696,23,10.5128849983314
"audioOnly","101v2",38,46,23,11.2011565961248
"audioOnly","101v2",40,45.8586956521739,23,10.7839912093418
"audioOnly","101v2",42,44,23,11.4967880890115
"audioOnly","101v2",44,42,23,11.8592599033222
"audioOnly","101v2",46,40.1739130434783,23,11.6183228093037
"audioOnly","101v2",48,38.0978260869565,23,10.5721920650019
"audioOnly","101v2",50,37.75,23,10.1388093258259
"audioOnly","101v2",52,36.6413043478261,23,9.83379668857624
"audioOnly","101v2",54,35.445652173913,23,9.46643487951316
"audioOnly","101v2",56,35.1739130434783,23,9.55707578856935
"audioOnly","101v2",58,34.1304347826087,23,9.45920354049713
"audioOnly","101v2",60,34.1847826086956,23,9.36574312421469
"audioOnly","101v2",62,34.0434782608696,23,9.2649302645149
"audioOnly","101v2",64,34.9347826086956,23,9.13883365820886
"audioOnly","101v2",66,35.7608695652174,23,9.69842954158675
"audioOnly","101v2",68,34.2065217391304,23,9.63087252192639
"audioOnly","101v2",70,32.4673913043478,23,10.0756525696134
"audioOnly","101v2",72,31.4782608695652,23,11.0177834151611
"audioOnly","101v2",74,31,23,11.6523992847357
"audioOnly","101v2",76,30.6304347826087,23,12.2311704926615
"audioOnly","101v2",78,30.0978260869565,23,11.8553639400146
"audioOnly","101v2",80,29.7391304347826,23,11.5943457665769
"audioOnly","101v2",82,28.6086956521739,23,11.7434280670849
"audioOnly","101v2",84,28.1630434782609,23,10.9616088047755
"audioOnly","101v2",86,26.8804347826087,23,11.1145557627092
"audioOnly","101v2",88,25.5,23,11.3847984770762
"audioOnly","101v2",90,24.7173913043478,23,11.2573976555989
"audioOnly","101v2",92,24.1304347826087,23,12.2462586042583
"audioOnly","101v2",94,23.9347826086957,23,12.609343890928
"audioOnly","101v2",96,22.6630434782609,23,12.7347521783299
"audioOnly","101v2",98,22.1521739130435,23,13.1664905093201
"audioOnly","101v2",100,22.1304347826087,23,13.140601023428
"audioOnly","101v2",102,21.5652173913043,23,13.4697087332906
"audioOnly","101v2",104,20.1847826086957,23,13.9787211242222
"audioOnly","101v2",106,18.3586956521739,23,13.1757840216429
"audioOnly","101v2",108,17.3152173913043,23,13.1173067044217
"audioOnly","101v2",110,15.75,23,13.0973192954617
"audioOnly","101v2",112,15.6304347826087,23,13.1488138000287
"audioOnly","101v2",114,16,23,13.338682639056
"audioOnly","101v2",116,16.75,23,13.3314392594075
"audioOnly","101v2",118,18.1413043478261,23,13.6824427325838
"audioOnly","101v2",120,18.945652173913,23,14.0168236014269
"audioOnly","101v2",122,19.2934782608696,23,14.0027700534559
"audioOnly","101v2",124,19.804347826087,23,13.8914125946038
"audioOnly","101v2",126,23,23,15.1182836327409
"audioOnly","101v2",128,23.5434782608696,23,14.8225588542647
"audioOnly","101v2",130,25.5869565217391,23,15.5872924451539
"audioOnly","101v2",132,25.6413043478261,23,15.1820067856501
"audioOnly","101v2",134,24.9565217391304,23,14.6566096193355
"audioOnly","101v2",136,22.7717391304348,23,14.6864797602092
"audioOnly","101v2",138,22.2608695652174,23,14.9328950225648
"audioOnly","101v2",140,21.3913043478261,23,14.086144483256
"audioOnly","101v2",142,22.3369565217391,23,13.3711461515876
"audioOnly","101v2",144,22.2391304347826,23,13.5104080797811
"audioOnly","101v2",146,20.8260869565217,23,13.094593519718
"audioOnly","101v2",148,20.7717391304348,23,13.692838424179
"audioOnly","101v2",150,19.5652173913043,23,12.4624931365223
"audioOnly","101v2",152,18.695652173913,23,12.0243494725143
"audioOnly","101v2",154,18.8695652173913,23,12.5939355818082
"audioOnly","101v2",156,17.695652173913,23,11.9703602991597
"audioOnly","101v2",158,17.6304347826087,23,12.1762318690818
"audioOnly","101v2",160,17.2065217391304,23,12.6510537141794
"audioOnly","101v2",162,16.6195652173913,23,12.1706309981562
"audioOnly","101v2",164,15.5217391304348,23,11.365546282185
"audioOnly","101v2",166,13.9130434782609,23,11.5622349344684
"audioOnly","101v2",168,12.5217391304348,23,10.9003526432421
"audioOnly","101v2",170,11.7391304347826,23,10.6321441919576
"both","101v2",2,50.0104166666667,24,0.0510310363079829
"both","101v2",4,48.8020833333333,24,2.94881992486407
"both","101v2",6,46.4895833333333,24,6.83957440779104
"both","101v2",8,45.5416666666667,24,6.27740369113293
"both","101v2",10,45.9375,24,8.72410765338359
"both","101v2",12,45.8125,24,8.95649205883643
"both","101v2",14,45.6979166666667,24,6.90737600663967
"both","101v2",16,46.3854166666667,24,7.69704176893653
"both","101v2",18,45,24,8.42518223257954
"both","101v2",20,44.2916666666667,24,9.38363129240935
"both","101v2",22,43.3125,24,10.0472389674759
"both","101v2",24,42.3958333333333,24,10.7909776793098
"both","101v2",26,39.6666666666667,24,14.5096794279353
"both","101v2",28,39.9895833333333,24,13.334019740031
"both","101v2",30,41.3125,24,12.1510533628195
"both","101v2",32,42.75,24,12.6129677919885
"both","101v2",34,43.2395833333333,24,13.0655702480143
"both","101v2",36,42.8125,24,11.8961196632969
"both","101v2",38,42.9895833333333,24,12.0265736488779
"both","101v2",40,41.4583333333333,24,12.9555399151388
"both","101v2",42,40.8125,24,12.4937484367183
"both","101v2",44,38.8854166666667,24,9.92717481556765
"both","101v2",46,38.0729166666667,24,9.37546496431518
"both","101v2",48,37.375,24,9.83450005360455
"both","101v2",50,36.6979166666667,24,10.2166688092534
"both","101v2",52,36.3854166666667,24,9.34221925927698
"both","101v2",54,36.1354166666667,24,8.99727590617761
"both","101v2",56,35.6770833333333,24,9.3295577411219
"both","101v2",58,35.0729166666667,24,10.0602746436565
"both","101v2",60,34.4270833333333,24,10.5125388813495
"both","101v2",62,34.4479166666667,24,10.5284240445719
"both","101v2",64,35.125,24,10.8161513688919
"both","101v2",66,35.4166666666667,24,9.95660875855904
"both","101v2",68,34.9583333333333,24,9.887318037315
"both","101v2",70,33.5416666666667,24,9.63791952413088
"both","101v2",72,31.8854166666667,24,9.61429505393182
"both","101v2",74,31.3333333333333,24,9.68909816176954
"both","101v2",76,30.4791666666667,24,9.99182183704195
"both","101v2",78,29.9791666666667,24,10.0276565022709
"both","101v2",80,29.2291666666667,24,10.0059538435294
"both","101v2",82,27.96875,24,11.4508193412942
"both","101v2",84,27.75,24,11.1856857285278
"both","101v2",86,26.9270833333333,24,11.53503151243
"both","101v2",88,26.0208333333333,24,11.6698041847387
"both","101v2",90,25.1770833333333,24,11.4783537219702
"both","101v2",92,25.15625,24,11.5602891540864
"both","101v2",94,24.5208333333333,24,11.4656662965215
"both","101v2",96,23.2291666666667,24,11.7773540678957
"both","101v2",98,23.03125,24,11.2971986956752
"both","101v2",100,23.0833333333333,24,11.2059928325124
"both","101v2",102,21.96875,24,11.7203169242281
"both","101v2",104,18.0833333333333,24,13.0510424926489
"both","101v2",106,16.375,24,12.6664998082069
"both","101v2",108,16.3541666666667,24,12.4993296921724
"both","101v2",110,17.90625,24,13.5760363724821
"both","101v2",112,18.7604166666667,24,14.4582380546499
"both","101v2",114,18.2291666666667,24,15.2933128087627
"both","101v2",116,17.8645833333333,24,15.7542228925858
"both","101v2",118,17.9583333333333,24,15.9303283807598
"both","101v2",120,18.4791666666667,24,15.03617317083
"both","101v2",122,18.5104166666667,24,14.9225316884486
"both","101v2",124,19.3541666666667,24,16.1221419217462
"both","101v2",126,20.3125,24,17.201530834303
"both","101v2",128,21.5,24,16.8098379579909
"both","101v2",130,22.6041666666667,24,16.1811949138678
"both","101v2",132,24.0625,24,16.177387936091
"both","101v2",134,24.9895833333333,24,16.5418571795695
"both","101v2",136,24.2395833333333,24,16.6076002714228
"both","101v2",138,23.7916666666667,24,17.0420940912346
"both","101v2",140,24.1666666666667,24,18.6676694865206
"both","101v2",142,24.71875,24,19.6525958706864
"both","101v2",144,24.5,24,19.5122592456529
"both","101v2",146,22.8229166666667,24,17.6952583870385
"both","101v2",148,20.3854166666667,24,16.1315885034589
"both","101v2",150,18.6354166666667,24,15.5418402970446
"both","101v2",152,17.2916666666667,24,15.2601831052513
"both","101v2",154,17.3854166666667,24,14.54322253003
"both","101v2",156,17.875,24,14.8585724049467
"both","101v2",158,17.75,24,14.6395087824457
"both","101v2",160,17.9166666666667,24,15.4007457941001
"both","101v2",162,17.6458333333333,24,15.203495855621
"both","101v2",164,16.9375,24,15.7084943097122
"both","101v2",166,15.25,24,14.7714471929433
"both","101v2",168,13.1145833333333,24,13.2118974640832
"both","101v2",170,12.9375,24,13.1457651471623
"videoOnly","101v2",2,50.39,25,1.95
"videoOnly","101v2",4,48.7,25,3.10996382615618
"videoOnly","101v2",6,45.98,25,6.95855289074771
"videoOnly","101v2",8,42.94,25,8.43889803232626
"videoOnly","101v2",10,39.92,25,9.2485133940542
"videoOnly","101v2",12,37.51,25,9.51273269535801
"videoOnly","101v2",14,36.65,25,9.05941039288246
"videoOnly","101v2",16,35.64,25,9.57701240819216
"videoOnly","101v2",18,35.24,25,9.26420081100721
"videoOnly","101v2",20,34.79,25,8.90303085097054
"videoOnly","101v2",22,34.08,25,8.76627058674326
"videoOnly","101v2",24,33.83,25,7.77908520757208
"videoOnly","101v2",26,32.07,25,8.37142958719318
"videoOnly","101v2",28,33.2,25,8.56592084950591
"videoOnly","101v2",30,34.18,25,9.10800929585238
"videoOnly","101v2",32,33.34,25,9.48103369891701
"videoOnly","101v2",34,33.03,25,10.0502176593345
"videoOnly","101v2",36,32.8,25,10.0832472448116
"videoOnly","101v2",38,32.55,25,9.59682021991312
"videoOnly","101v2",40,32.29,25,9.46696008934934
"videoOnly","101v2",42,31.72,25,9.6077551141426
"videoOnly","101v2",44,31.01,25,10.0763956849659
"videoOnly","101v2",46,29.34,25,11.267320000781
"videoOnly","101v2",48,28.49,25,11.4763071150959
"videoOnly","101v2",50,28.32,25,11.7689386380704
"videoOnly","101v2",52,28.23,25,11.9747825310803
"videoOnly","101v2",54,28.18,25,12.405585099731
"videoOnly","101v2",56,27.98,25,12.7346557995626
"videoOnly","101v2",58,27.81,25,12.7308434520263
"videoOnly","101v2",60,27.48,25,12.9278687983235
"videoOnly","101v2",62,27.38,25,12.9627109433174
"videoOnly","101v2",64,27.21,25,13.1740511992325
"videoOnly","101v2",66,26.76,25,13.4110650832313
"videoOnly","101v2",68,26.85,25,13.9021880771817
"videoOnly","101v2",70,26.81,25,14.4087068584705
"videoOnly","101v2",72,26.67,25,14.7331683625757
"videoOnly","101v2",74,26.35,25,14.4021482772536
"videoOnly","101v2",76,25.79,25,14.0151852169947
"videoOnly","101v2",78,25.35,25,13.9601366994262
"videoOnly","101v2",80,25.69,25,14.2394478474413
"videoOnly","101v2",82,25.62,25,14.2284412943466
"videoOnly","101v2",84,25.58,25,13.8482700483971
"videoOnly","101v2",86,25.7,25,13.7242182533894
"videoOnly","101v2",88,25.36,25,13.8159554501308
"videoOnly","101v2",90,25.4,25,14.2554814019029
"videoOnly","101v2",92,25.32,25,14.341722351238
"videoOnly","101v2",94,25.31,25,14.2339602711262
"videoOnly","101v2",96,25.31,25,14.3630892684455
"videoOnly","101v2",98,24.88,25,14.4075934839931
"videoOnly","101v2",100,24.37,25,14.3020103481993
"videoOnly","101v2",102,24.51,25,13.9277301333228
"videoOnly","101v2",104,24.71,25,13.5933654160158
"videoOnly","101v2",106,24.89,25,13.5025229124042
"videoOnly","101v2",108,30.51,25,14.073556764372
"videoOnly","101v2",110,42.5,25,18.6720602326935
"videoOnly","101v2",112,46.75,25,20.3058643007383
"videoOnly","101v2",114,46.55,25,20.7050215326299
"videoOnly","101v2",116,45.74,25,20.5644920514301
"videoOnly","101v2",118,44.87,25,20.0661821646936
"videoOnly","101v2",120,44.19,25,20.2470779784804
"videoOnly","101v2",122,42.54,25,20.1316862598906
"videoOnly","101v2",124,42.72,25,19.8383204514226
"videoOnly","101v2",126,46.96,25,20.9729091131075
"videoOnly","101v2",128,48.91,25,20.9451018538146
"videoOnly","101v2",130,49.46,25,21.5138860196541
"videoOnly","101v2",132,49.47,25,21.7034127500723
"videoOnly","101v2",134,48.81,25,21.4464303556559
"videoOnly","101v2",136,47.86,25,20.9776766269925
"videoOnly","101v2",138,46.2,25,20.2959868775414
"videoOnly","101v2",140,44.52,25,19.7490664336317
"videoOnly","101v2",142,43.8,25,19.6360107116152
"videoOnly","101v2",144,42.98,25,19.0903717005895
"videoOnly","101v2",146,42.32,25,19.1464367877333
"videoOnly","101v2",148,41.43,25,19.1607128433852
"videoOnly","101v2",150,40.28,25,19.3653631948039
"videoOnly","101v2",152,39.78,25,19.3860613586154
"videoOnly","101v2",154,39.66,25,19.0745358178559
"videoOnly","101v2",156,42.1,25,18.3655020804406
"videoOnly","101v2",158,45.04,25,18.9786996832414
"videoOnly","101v2",160,48.91,25,20.127960444781
"videoOnly","101v2",162,49.4,25,20.392375004725
