"participantID","videoID","condition","accuracy"
327,"114v4","videoOnly",0.577411442795817
330,"114v4","videoOnly",0.365656697283712
333,"114v4","videoOnly",0.42503078650255
336,"114v4","videoOnly",0.651073588998862
339,"114v4","videoOnly",0.758693452133948
342,"114v4","videoOnly",0.11749725921478
345,"114v4","videoOnly",0.742765751288138
348,"114v4","videoOnly",0.689972255915576
351,"114v4","videoOnly",0.474073687000906
354,"114v4","videoOnly",0.628533099222419
357,"114v4","videoOnly",-0.617905035013167
360,"114v4","videoOnly",0.530086833828156
363,"114v4","videoOnly",0.621911582525375
366,"114v4","videoOnly",0.515032048583744
369,"114v4","videoOnly",0.0216402211815266
372,"114v4","videoOnly",0.276970159518735
302,"117v4","both",0.8327088253836
305,"117v4","both",0.823493472236968
308,"117v4","both",0.823560066104664
311,"117v4","both",0.91269658277519
314,"117v4","both",0.248268289320492
317,"117v4","both",0.657320720973674
320,"117v4","both",0.825924114758826
323,"117v4","both",0.62328037514525
326,"117v4","both",0.712276938257916
329,"117v4","both",0.838983263018
332,"117v4","both",0.847128360339755
335,"117v4","both",0.662911930521829
338,"117v4","both",0.788402655214621
341,"117v4","both",0.766668116349327
344,"117v4","both",0.683253894588523
347,"117v4","both",0.458657878860404
350,"117v4","both",0.8080228318039
353,"117v4","both",0.63647620547044
356,"117v4","both",0.832187733647037
359,"117v4","both",0.853526285061125
362,"117v4","both",0.658187578741278
365,"117v4","both",0.48604581071954
368,"117v4","both",0.663415934471229
371,"117v4","both",0.770542762954595
303,"117v4","audioOnly",0.814192744890852
306,"117v4","audioOnly",0.694477095876473
309,"117v4","audioOnly",0.633518455457071
315,"117v4","audioOnly",0.77180494828498
318,"117v4","audioOnly",0.779435999236958
321,"117v4","audioOnly",0.848214324690739
324,"117v4","audioOnly",0.770256679072179
327,"117v4","audioOnly",0.736984789343348
330,"117v4","audioOnly",0.879935324434797
333,"117v4","audioOnly",0.565985453069545
336,"117v4","audioOnly",0.520724573295971
339,"117v4","audioOnly",0.833562417119318
342,"117v4","audioOnly",0.565770528218248
345,"117v4","audioOnly",0.874298863038333
348,"117v4","audioOnly",0.834643136615888
351,"117v4","audioOnly",0.4201325309198
354,"117v4","audioOnly",0.697685258696621
357,"117v4","audioOnly",0.544272730422579
360,"117v4","audioOnly",0.757279944070801
363,"117v4","audioOnly",0.708520399729309
366,"117v4","audioOnly",0.893511213509826
369,"117v4","audioOnly",0.785937797836469
372,"117v4","audioOnly",0.817067203377236
301,"117v4","videoOnly",0.468740136018174
304,"117v4","videoOnly",0.869901766691712
307,"117v4","videoOnly",0.682951052308595
310,"117v4","videoOnly",-0.154232961080819
312,"117v4","videoOnly",0.75611027430753
313,"117v4","videoOnly",0.667784026969283
316,"117v4","videoOnly",0.811536024126778
319,"117v4","videoOnly",0.870070771162295
322,"117v4","videoOnly",0.720107664023247
325,"117v4","videoOnly",0.850973219178611
328,"117v4","videoOnly",0.323922872898613
331,"117v4","videoOnly",0.8661796733316
334,"117v4","videoOnly",0.684781704669437
337,"117v4","videoOnly",0.562198766745222
340,"117v4","videoOnly",0.891588760523097
343,"117v4","videoOnly",0.515341359011537
346,"117v4","videoOnly",0.789306319766416
349,"117v4","videoOnly",0.839058075011333
352,"117v4","videoOnly",0.827747533032555
355,"117v4","videoOnly",0.397124593285602
358,"117v4","videoOnly",0.805791901647597
361,"117v4","videoOnly",0.829016915583256
364,"117v4","videoOnly",0.831022071020086
367,"117v4","videoOnly",0.849353496576706
370,"117v4","videoOnly",0.421559049038762
303,"119v5","both",0.936256135648162
306,"119v5","both",0.777229335380683
309,"119v5","both",0.340294860736433
315,"119v5","both",0.838076818961079
318,"119v5","both",0.735036625722342
321,"119v5","both",0.809268901268074
324,"119v5","both",0.813100396998096
327,"119v5","both",0.820562942934903
330,"119v5","both",0.706598538831299
333,"119v5","both",0.856276064880246
336,"119v5","both",0.645152067974415
339,"119v5","both",0.712430956204222
342,"119v5","both",0.599205100649835
345,"119v5","both",0.694480588687894
348,"119v5","both",0.615206208357521
351,"119v5","both",0.819034314172342
354,"119v5","both",0.693604462150701
357,"119v5","both",0.464344724794411
360,"119v5","both",0.476082471762983
363,"119v5","both",0.729936243065906
366,"119v5","both",0.707276065286006
369,"119v5","both",0.670963888117325
372,"119v5","both",0.727646225124631
301,"119v5","audioOnly",0.766808408405078
304,"119v5","audioOnly",0.823414836087656
307,"119v5","audioOnly",0.772468412760296
310,"119v5","audioOnly",0.750824374839111
312,"119v5","audioOnly",0.788838020239193
313,"119v5","audioOnly",0.720793517899383
316,"119v5","audioOnly",0.205013230279068
319,"119v5","audioOnly",0.594341806654237
322,"119v5","audioOnly",0.724343484572653
325,"119v5","audioOnly",0.637585345434204
328,"119v5","audioOnly",0.804906362928027
331,"119v5","audioOnly",0.754647390263139
334,"119v5","audioOnly",0.571899720284362
337,"119v5","audioOnly",0.858486287407221
340,"119v5","audioOnly",0.750654166394141
343,"119v5","audioOnly",0.671732701093255
346,"119v5","audioOnly",0.750416555545107
349,"119v5","audioOnly",0.891712704649484
352,"119v5","audioOnly",0.777766443494641
355,"119v5","audioOnly",0.849852086275231
358,"119v5","audioOnly",0.775472639933414
361,"119v5","audioOnly",0.623080008265859
364,"119v5","audioOnly",0.786000165564569
367,"119v5","audioOnly",0.64526801584915
370,"119v5","audioOnly",0.810149437605193
302,"119v5","videoOnly",0.0780066436940931
305,"119v5","videoOnly",0.807279224764811
308,"119v5","videoOnly",0.717789321845271
311,"119v5","videoOnly",0.720450029469089
314,"119v5","videoOnly",-0.368818383283324
317,"119v5","videoOnly",0.466339764764215
320,"119v5","videoOnly",0.433417467109487
323,"119v5","videoOnly",0.217312882661679
326,"119v5","videoOnly",-0.221988712438536
329,"119v5","videoOnly",0.0382731659152637
332,"119v5","videoOnly",-0.227682291605374
335,"119v5","videoOnly",0.366720554297631
338,"119v5","videoOnly",0.3843847355556
341,"119v5","videoOnly",0.764206989539774
344,"119v5","videoOnly",0.317091095709321
347,"119v5","videoOnly",0.470956669148835
350,"119v5","videoOnly",-0.250251530885953
353,"119v5","videoOnly",0.433284960617312
356,"119v5","videoOnly",0.319882661233788
359,"119v5","videoOnly",0.444208094076538
362,"119v5","videoOnly",0.44820817532226
365,"119v5","videoOnly",0.260413256001286
368,"119v5","videoOnly",-0.671470934767083
371,"119v5","videoOnly",-0.26426194524675
303,"120v8","both",0.791565168294489
306,"120v8","both",0.91921210618267
309,"120v8","both",0.946075505529515
315,"120v8","both",0.839698866349519
318,"120v8","both",0.815872489087324
321,"120v8","both",0.878599392767405
324,"120v8","both",0.866916652960066
327,"120v8","both",0.936121171339913
330,"120v8","both",0.827787364936992
333,"120v8","both",0.83621357193514
336,"120v8","both",0.748596216027434
339,"120v8","both",0.929472385526192
342,"120v8","both",0.811215344763059
345,"120v8","both",0.793921392966872
348,"120v8","both",0.816657495925424
351,"120v8","both",0.853791870139711
354,"120v8","both",0.848078913882081
357,"120v8","both",0.673307121771155
360,"120v8","both",0.939173501963298
363,"120v8","both",0.790618479544845
366,"120v8","both",0.930581774860221
369,"120v8","both",0.803421112327195
372,"120v8","both",0.725049929556573
301,"120v8","audioOnly",0.732549718734237
304,"120v8","audioOnly",0.89287214898171
307,"120v8","audioOnly",0.89052618201154
310,"120v8","audioOnly",0.8692338154881
312,"120v8","audioOnly",0.829540154519052
313,"120v8","audioOnly",0.901078517952551
316,"120v8","audioOnly",0.833331570353089
319,"120v8","audioOnly",0.883554954024485
322,"120v8","audioOnly",0.900534013881877
325,"120v8","audioOnly",0.701348690789954
328,"120v8","audioOnly",0.804005086767201
331,"120v8","audioOnly",0.892895357981431
334,"120v8","audioOnly",0.934921972275454
337,"120v8","audioOnly",0.877349410741821
340,"120v8","audioOnly",0.931899991634755
343,"120v8","audioOnly",0.897752456551167
346,"120v8","audioOnly",0.839114112260735
349,"120v8","audioOnly",0.34004761560891
352,"120v8","audioOnly",0.77799091376687
355,"120v8","audioOnly",0.917572625374023
358,"120v8","audioOnly",0.943516318810608
361,"120v8","audioOnly",0.869635556221507
364,"120v8","audioOnly",0.830065395188172
367,"120v8","audioOnly",0.799719204370988
370,"120v8","audioOnly",0.929601856746994
