"videoID","time","rating"
"101v2",14,48
"101v2",16,48
"101v2",18,48
"101v2",20,48
"101v2",22,48
"101v2",24,48
"101v2",26,48
"101v2",28,48
"101v2",30,46.8
"101v2",32,46
"101v2",34,46
"101v2",36,44.8
"101v2",38,44
"101v2",40,44
"101v2",42,44
"101v2",44,44
"101v2",46,44
"101v2",48,43.15
"101v2",50,43
"101v2",52,43
"101v2",54,43
"101v2",56,43
"101v2",58,43
"101v2",60,43
"101v2",62,43
"101v2",64,41.15
"101v2",66,42.8
"101v2",68,41.65
"101v2",70,37.8
"101v2",72,38
"101v2",74,38
"101v2",76,38
"101v2",78,38
"101v2",80,38
"101v2",82,37.2
"101v2",84,37
"101v2",86,37
"101v2",88,37
"101v2",90,37
"101v2",92,37
"101v2",94,37
"101v2",96,36.5
"101v2",98,36
"101v2",100,36
"101v2",102,36
"101v2",104,36
"101v2",106,35
"101v2",108,35
"101v2",110,35
"101v2",112,34.35
"101v2",114,33.55
"101v2",116,33
"101v2",118,33
"101v2",120,32.75
"101v2",122,32
"101v2",124,32
"101v2",126,31.25
"101v2",128,33.8
"101v2",130,33.75
"101v2",132,32.75
"101v2",134,30.35
"101v2",136,30.3
"101v2",138,31.9
"101v2",140,33
"101v2",142,33.75
"101v2",144,34
"101v2",146,34
"101v2",148,34
"101v2",150,34
"101v2",152,34
"101v2",154,34
"101v2",156,34
"101v2",158,34
"101v2",160,34
"101v2",162,34.7
"101v2",164,29.75
"101v2",166,25.4
"101v2",168,25
"101v2",170,25
"107v4",2,50
"107v4",4,50
"107v4",6,50
"107v4",8,53.5
"107v4",10,59
"107v4",12,59
"107v4",14,59
"107v4",16,59
"107v4",18,47.25
"107v4",20,43
"107v4",22,43
"107v4",24,43
"107v4",26,43
"107v4",28,43
"107v4",30,43
"107v4",32,43
"107v4",34,43
"107v4",36,43
"107v4",38,43
"107v4",40,43
"107v4",42,43
"107v4",44,43
"107v4",46,43
"107v4",48,43
"107v4",50,43
"107v4",52,43
"107v4",54,43
"107v4",56,43
"107v4",58,43
"107v4",60,43
"107v4",62,43
"107v4",64,43
"107v4",66,43
"107v4",68,43
"107v4",70,43
"107v4",72,43
"107v4",74,43
"107v4",76,43
"107v4",78,43
"107v4",80,43
"107v4",82,43
"107v4",84,43
"107v4",86,66.5
"107v4",88,67
"107v4",90,67
"107v4",92,67
"107v4",94,67
"107v4",96,67
"107v4",98,67
"107v4",100,67
"107v4",102,67
"107v4",104,67
"107v4",106,67
"107v4",108,67
"107v4",110,67
"107v4",112,67
"107v4",114,67
"107v4",116,67
"107v4",118,67
"107v4",120,67
"107v4",122,67
"107v4",124,67
"107v4",126,67
"107v4",128,67
"107v4",130,67
"107v4",132,67
"107v4",134,67
"107v4",136,67
"107v4",138,67
"107v4",140,67
"107v4",142,67
"107v4",144,67
"107v4",146,67
"107v4",148,67
"107v4",150,67
"107v4",152,67
"107v4",154,67
"107v4",156,67
"107v4",158,67
"107v4",160,67
"107v4",162,67
"107v4",164,67
"107v4",166,67
"107v4",168,67
"112v4",2,50
"112v4",4,50
"112v4",6,50
"112v4",8,50
"112v4",10,50
"112v4",12,50
"112v4",14,49.75
"112v4",16,45
"112v4",18,44
"112v4",20,42.5
"112v4",22,42
"112v4",24,42
"112v4",26,42
"112v4",28,42
"112v4",30,42
"112v4",32,42
"112v4",34,42
"112v4",36,42
"112v4",38,37.5
"112v4",40,37
"112v4",42,37
"112v4",44,37
"112v4",46,37
"112v4",48,34
"112v4",50,31
"112v4",52,31
"112v4",54,31
"112v4",56,31
"112v4",58,31
"112v4",60,31
"112v4",62,31
"112v4",64,31
"112v4",66,31
"112v4",68,31
"112v4",70,31
"112v4",72,31
"112v4",74,31
"112v4",76,31
"112v4",78,31
"112v4",80,31
"112v4",82,31
"112v4",84,31
"112v4",86,30
"112v4",88,28
"112v4",90,28
"112v4",92,28
"112v4",94,28
"112v4",96,28
"112v4",98,28
"112v4",100,28
"112v4",102,28
"112v4",104,28
"112v4",106,28
"112v4",108,28
"112v4",110,28
"112v4",112,28
"112v4",114,28
"112v4",116,28
"112v4",118,28
"112v4",120,28
"112v4",122,28
"112v4",124,28
"112v4",126,28
"112v4",128,28
"112v4",130,28
"112v4",132,53.75
"112v4",134,65
"112v4",136,65
"114v4",2,50
"114v4",4,50
"114v4",6,54.75
"114v4",8,56
"114v4",10,57
"114v4",12,57
"114v4",14,57.75
"114v4",16,58
"114v4",18,58
"114v4",20,57.5
"114v4",22,55.25
"114v4",24,56
"114v4",26,57
"114v4",28,55
"114v4",30,54
"114v4",32,54
"114v4",34,54
"114v4",36,55.25
"114v4",38,56
"114v4",40,57
"114v4",42,56.75
"114v4",44,58.5
"114v4",46,61
"114v4",48,62
"114v4",50,67
"114v4",52,67.75
"114v4",54,68.75
"114v4",56,68.75
"114v4",58,69
"114v4",60,69
"114v4",62,67.5
"114v4",64,57.5
"114v4",66,55.5
"114v4",68,58
"114v4",70,63
"114v4",72,66.75
"114v4",74,67.5
"114v4",76,59.75
"114v4",78,60.25
"114v4",80,59.75
"114v4",82,63.25
"114v4",84,66
"114v4",86,66.5
"114v4",88,67
"114v4",90,66.5
"114v4",92,60.5
"114v4",94,58
"114v4",96,58.25
"114v4",98,66.5
"114v4",100,72.25
"114v4",102,77
"114v4",104,82.5
"114v4",106,85.25
"114v4",108,87.75
"114v4",110,89
"114v4",112,84.25
"114v4",114,75.25
"114v4",116,71.25
"114v4",118,72
"114v4",120,70.25
"114v4",122,63.25
"114v4",124,63.5
"114v4",126,64
"114v4",128,66
"114v4",130,81.25
"114v4",132,89.25
"114v4",134,91
"114v4",136,91
"114v4",138,91
"114v4",140,90.5
"114v4",142,88.75
"114v4",144,87.5
"114v4",146,85
"114v4",148,85
"114v4",150,84
"114v4",152,76.25
"114v4",154,77.25
"114v4",156,71
"114v4",158,61
"114v4",160,73.75
"114v4",162,77.5
"114v4",164,68.25
"114v4",166,55
"117v4",2,50.5
"117v4",4,57.75
"117v4",6,59
"117v4",8,68.25
"117v4",10,70
"117v4",12,60.5
"117v4",14,58
"117v4",16,58
"117v4",18,60.5
"117v4",20,60.25
"117v4",22,63
"117v4",24,86
"117v4",26,91.25
"117v4",28,93
"117v4",30,88.25
"117v4",32,91.25
"117v4",34,88
"117v4",36,87.5
"117v4",38,92.75
"117v4",40,94.25
"117v4",42,87.25
"117v4",44,87.75
"117v4",46,94.25
"117v4",48,99
"117v4",50,100
"117v4",52,99
"117v4",54,95.75
"117v4",56,97.5
"117v4",58,97
"117v4",60,97
"117v4",62,97
"117v4",64,97
"117v4",66,97
"117v4",68,97
"117v4",70,97
"117v4",72,91
"117v4",74,87.25
"117v4",76,87.5
"117v4",78,91.5
"117v4",80,99.25
"117v4",82,96.5
"117v4",84,95
"117v4",86,95.25
"117v4",88,97
"117v4",90,98
"117v4",92,97.25
"117v4",94,97
"117v4",96,98
"117v4",98,98
"117v4",100,98
"117v4",102,98
"117v4",104,98
"117v4",106,98
"117v4",108,98
"117v4",110,98
"117v4",112,98
"117v4",114,98
"117v4",116,98
"117v4",118,98
"117v4",120,98
"117v4",122,98
"119v5",2,50
"119v5",4,50
"119v5",6,51.5
"119v5",8,59.75
"119v5",10,60
"119v5",12,60
"119v5",14,60
"119v5",16,62.25
"119v5",18,64.75
"119v5",20,65
"119v5",22,65
"119v5",24,65.75
"119v5",26,66
"119v5",28,60.25
"119v5",30,48.5
"119v5",32,38.5
"119v5",34,40.25
"119v5",36,43.75
"119v5",38,48
"119v5",40,48
"119v5",42,48.5
"119v5",44,50.5
"119v5",46,45
"119v5",48,41
"119v5",50,40.25
"119v5",52,40
"119v5",54,40
"119v5",56,40
"119v5",58,40
"119v5",60,40
"119v5",62,40
"119v5",64,40
"119v5",66,40
"119v5",68,40
"119v5",70,40
"119v5",72,40
"119v5",74,40
"119v5",76,40
"119v5",78,40
"119v5",80,40
"119v5",82,40
"119v5",84,40
"119v5",86,40
"119v5",88,40
"119v5",90,40
"119v5",92,42.75
"119v5",94,44
"119v5",96,44
"119v5",98,44
"119v5",100,44
"119v5",102,44
"119v5",104,44
"119v5",106,44
"119v5",108,44
"119v5",110,44
"119v5",112,44
"119v5",114,44
"119v5",116,56.5
"119v5",118,60
"119v5",120,60
"119v5",122,62
"119v5",124,62.5
"119v5",126,63
"119v5",128,63
"119v5",130,63
"119v5",132,63
"119v5",134,63
"119v5",136,64
"119v5",138,64
"119v5",140,64
"119v5",142,64
"119v5",144,64
"119v5",146,64
"119v5",148,64
"120v8",2,50
"120v8",4,51.75
"120v8",6,54.75
"120v8",8,56
"120v8",10,56
"120v8",12,56
"120v8",14,56
"120v8",16,53.75
"120v8",18,46.25
"120v8",20,45
"120v8",22,46
"120v8",24,58.5
"120v8",26,66.25
"120v8",28,69.75
"120v8",30,70
"120v8",32,70
"120v8",34,70
"120v8",36,70
"120v8",38,70
"120v8",40,69.5
"120v8",42,69
"120v8",44,66.75
"120v8",46,65.25
"120v8",48,63
"120v8",50,55.75
"120v8",52,51
"120v8",54,49.25
"120v8",56,44.25
"120v8",58,39.75
"120v8",60,34.25
"120v8",62,33
"120v8",64,33
"120v8",66,33
"120v8",68,33
"120v8",70,33
"120v8",72,33.5
"120v8",74,35.75
"120v8",76,36.25
"120v8",78,38.75
"120v8",80,45
"120v8",82,49
"120v8",84,50
"120v8",86,48
"120v8",88,49
"120v8",90,52.5
"120v8",92,53
"120v8",94,53
"120v8",96,55.5
"120v8",98,58.5
"120v8",100,61.75
"120v8",102,63.5
"120v8",104,64
"120v8",106,65
"120v8",108,65
"120v8",110,68.75
"120v8",112,70
"120v8",114,72.25
"120v8",116,74.75
"120v8",118,76.25
"120v8",120,79.75
"120v8",122,80
"120v8",124,80
"120v8",126,80
"120v8",128,80
"120v8",130,80
"120v8",132,80.75
"120v8",134,84
"120v8",136,86.5
"120v8",138,88
"120v8",140,90.25
"120v8",142,92
"120v8",144,92.5
"120v8",146,94
"120v8",148,94
"120v8",150,94
"120v8",152,94
"120v8",154,95
"120v8",156,97.5
"120v8",158,98.5
"120v8",160,100
"120v8",162,100
"120v8",164,100
"120v8",166,100
"120v8",168,100
"120v8",170,100
"120v8",172,100
"127v4",2,50
"127v4",4,50
"127v4",6,51.5
"127v4",8,61
"127v4",10,62.5
"127v4",12,64.25
"127v4",14,65
"127v4",16,65
"127v4",18,65
"127v4",20,64.75
"127v4",22,64
"127v4",24,63.5
"127v4",26,60
"127v4",28,55
"127v4",30,49.75
"127v4",32,43.25
"127v4",34,40
"127v4",36,39
"127v4",38,38.75
"127v4",40,41
"127v4",42,42
"127v4",44,42
"127v4",46,42
"127v4",48,42
"127v4",50,42
"127v4",52,47
"127v4",54,51.25
"127v4",56,46.25
"127v4",58,46
"127v4",60,46
"127v4",62,46
"127v4",64,46
"127v4",66,46.75
"127v4",68,46.25
"127v4",70,44.75
"127v4",72,44
"127v4",74,44
"127v4",76,44
"127v4",78,43.5
"127v4",80,43
"127v4",82,43
"127v4",84,43
"127v4",86,43
"127v4",88,43
"127v4",90,43
"127v4",92,42.25
"127v4",94,36.75
"127v4",96,35.75
"127v4",98,34.5
"127v4",100,34
"127v4",102,33.75
"127v4",104,32.25
"127v4",106,32
"127v4",108,31.5
"127v4",110,31
"127v4",112,30.25
"127v4",114,29
"127v4",116,27.5
"127v4",118,25.25
"127v4",120,24.5
"127v4",122,24
"127v4",124,23.5
"127v4",126,23
"127v4",128,21.75
"127v4",130,20.75
"127v4",132,19.25
"127v4",134,18.25
"127v4",136,18
